 	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
462 	12/18/2009 	Nine 	$80,000,000 	$19,676,965 	$53,508,858
463 	11/26/2003 	Timeline 	$80,000,000 	$19,480,740 	$26,703,185
464 	4/22/2010 	Oceans 	$80,000,000 	$19,422,320 	$82,522,320
465 	11/25/1998 	Babe: Pig in the City 	$80,000,000 	$18,319,860 	$69,131,860
466 	12/25/1997 	The Postman 	$80,000,000 	$17,650,704 	$20,841,123
467 	11/10/2000 	Red Planet 	$80,000,000 	$17,480,890 	$33,463,969
468 	12/15/2006 	Arthur et les Minimoys 	$80,000,000 	$15,132,764 	$113,325,744
469 	8/17/2007 	The Invasion 	$80,000,000 	$15,074,192 	$40,147,043
470 	6/16/2000 	Fantasia 2000 (Theatrical Release) 	$80,000,000 	$9,103,630 	$9,103,630
471 	9/2/2005 	A Sound of Thunder 	$80,000,000 	$1,900,451 	$6,300,451
472 	6/15/1994 	The Lion King 	$79,300,000 	$422,780,140 	$952,880,140
473 	2/10/2012 	Journey 2: The Mysterious Island 	$79,000,000 	$103,860,290 	$318,146,162
474 	11/11/2011 	Jack and Jill 	$79,000,000 	$74,158,160 	$150,519,220
475 	12/21/2001 	A Beautiful Mind 	$78,000,000 	$170,708,996 	$317,668,058
476 	9/27/2013 	Cloudy with a Chance of Meatballs 2 	$78,000,000 	$119,793,568 	$274,392,650
477 	10/4/2002 	Red Dragon 	$78,000,000 	$92,955,424 	$206,455,424
478 	3/5/2004 	Hidalgo 	$78,000,000 	$67,286,731 	$107,336,658
479 	7/11/2003 	The League of Extraordinary Gentlemen 	$78,000,000 	$66,465,204 	$179,265,204
480 	8/20/2004 	Exorcist: The Beginning 	$78,000,000 	$41,814,864 	$43,957,542
481 	12/31/2012 	Astérix et Obélix: Au service de Sa Majesté 	$77,600,000 	$0 	$60,680,125
482 	6/27/2014 	Snowpiercer 	$76,622,919 	$4,563,029 	$4,563,029
483 	7/2/2013 	Despicable Me 2 	$76,000,000 	$368,065,385 	$974,758,842
484 	6/6/2003 	2 Fast 2 Furious 	$76,000,000 	$127,120,058 	$236,220,058
485 	12/25/2006 	Children of Men 	$76,000,000 	$35,552,383 	$69,853,395
486 	6/30/2000 	The Adventures of Rocky & Bullwinkle 	$76,000,000 	$26,000,610 	$35,129,610
487 	7/2/1996 	Independence Day 	$75,000,000 	$306,169,255 	$817,400,878
488 	5/22/1997 	The Lost World: Jurassic Park 	$75,000,000 	$229,086,679 	$786,686,679
489 	3/31/2006 	Ice Age: The Meltdown 	$75,000,000 	$195,330,624 	$651,899,285
490 	5/27/2005 	Madagascar 	$75,000,000 	$193,595,521 	$556,559,566
491 	6/25/2010 	Grown Ups 	$75,000,000 	$162,001,186 	$272,223,430
492 	10/1/2004 	Shark Tale 	$75,000,000 	$161,412,000 	$371,917,043
493 	7/14/2000 	X-Men 	$75,000,000 	$157,299,717 	$296,339,717
494 	6/27/2008 	Wanted 	$75,000,000 	$134,508,551 	$342,416,460
495 	6/7/1996 	The Rock 	$75,000,000 	$134,069,511 	$336,069,511
496 	2/13/2004 	50 First Dates 	$75,000,000 	$120,776,832 	$196,324,496
497 	7/20/2007 	Hairspray 	$75,000,000 	$118,871,849 	$202,871,849
498 	5/31/2013 	Now You See Me 	$75,000,000 	$117,723,992 	$351,723,992
499 	12/15/2006 	Dreamgirls 	$75,000,000 	$103,365,956 	$154,965,956
500 	7/23/1999 	Inspector Gadget 	$75,000,000 	$97,387,965 	$97,387,965
501 	11/11/2011 	Immortals 	$75,000,000 	$83,504,017 	$211,562,435
502 	6/18/2004 	The Terminal 	$75,000,000 	$77,073,960 	$218,673,960
503 	2/18/2005 	Constantine 	$75,000,000 	$75,976,178 	$230,884,728
504 	7/21/2006 	Monster House 	$75,000,000 	$73,661,010 	$141,267,370
505 	1/16/2009 	Hotel for Dogs 	$75,000,000 	$73,034,464 	$118,230,767
506 	12/8/2000 	Vertical Limit 	$75,000,000 	$68,473,360 	$213,500,000
507 	12/21/2007 	Charlie Wilson's War 	$75,000,000 	$66,661,096 	$119,512,772
508 	4/16/1999 	Life 	$75,000,000 	$64,062,587 	$73,521,587
509 	3/4/2005 	Be Cool 	$75,000,000 	$55,849,401 	$94,944,017
510 	12/23/2005 	Munich 	$75,000,000 	$47,379,090 	$131,492,772
511 	6/4/2010 	Killers 	$75,000,000 	$47,059,964 	$95,572,750
512 	3/7/2003 	Tears of the Sun 	$75,000,000 	$43,632,458 	$85,632,458
513 	7/21/2006 	Lady in the Water 	$75,000,000 	$42,285,169 	$72,785,169
514 	12/17/2004 	Spanglish 	$75,000,000 	$42,044,321 	$54,344,321
515 	10/12/2001 	Bandits 	$75,000,000 	$41,523,272 	$71,523,272
516 	12/17/1999 	Anna and the King 	$75,000,000 	$39,251,128 	$39,251,128
517 	7/7/1995 	First Knight 	$75,000,000 	$37,361,412 	$127,361,412
518 	3/25/2011 	Sucker Punch 	$75,000,000 	$36,392,504 	$89,758,391
519 	3/11/2005 	Hostage 	$75,000,000 	$34,636,444 	$77,636,444
520 	6/13/2003 	Hollywood Homicide 	$75,000,000 	$30,207,785 	$51,107,785
521 	6/16/2000 	Titan A.E. 	$75,000,000 	$22,751,980 	$36,751,980
522 	12/17/2004 	Flight of the Phoenix 	$75,000,000 	$21,009,180 	$34,009,180
523 	10/23/1998 	Soldier 	$75,000,000 	$14,623,082 	$14,623,082
524 	1/15/1999 	Virus 	$75,000,000 	$14,010,690 	$30,626,690
525 	2/23/2001 	Monkeybone 	$75,000,000 	$5,409,517 	$5,409,517
526 	2/6/2015 	The SpongeBob Movie: Sponge Out of Water 	$74,000,000 	$126,245,520 	$202,245,520
527 	11/22/2000 	Unbreakable 	$73,243,106 	$94,999,144 	$248,099,144
528 	8/4/2006 	Talladega Nights: The Ballad of Ricky Bobby 	$73,000,000 	$148,213,377 	$162,926,797
529 	8/7/1998 	Snake Eyes 	$73,000,000 	$55,591,409 	$103,891,409
530 	2/13/1998 	Sphere 	$73,000,000 	$37,068,294 	$50,168,294
531 	7/27/2007 	The Simpsons Movie 	$72,500,000 	$183,135,014 	$527,071,022
532 	2/8/2008 	Fool's Gold 	$72,500,000 	$70,231,041 	$109,362,966
533 	7/31/2009 	Funny People 	$72,500,000 	$51,855,045 	$71,880,305
534 	9/28/2007 	The Kingdom 	$72,500,000 	$47,467,250 	$86,509,602
535 	6/22/2001 	Doctor Dolittle 2 	$72,000,000 	$112,950,721 	$176,101,721
536 	5/24/1995 	Braveheart 	$72,000,000 	$75,545,648 	$209,045,648
537 	11/4/2005 	Jarhead 	$72,000,000 	$62,647,540 	$96,947,540
538 	4/27/2001 	Driven 	$72,000,000 	$32,616,869 	$54,616,869
539 	12/21/2001 	The Majestic 	$72,000,000 	$27,796,042 	$37,306,334
540 	6/25/2004 	Two Brothers 	$72,000,000 	$19,176,754 	$62,176,754
541 	7/30/2004 	The Village 	$71,682,975 	$114,197,520 	$257,641,634
542 	6/26/1998 	Doctor Dolittle 	$71,500,000 	$144,156,605 	$294,156,605
543 	8/2/2002 	Signs 	$70,702,619 	$227,965,696 	$408,265,696
544 	5/19/2004 	Shrek 2 	$70,000,000 	$441,226,247 	$937,008,132
545 	6/9/2006 	Cars 	$70,000,000 	$244,082,982 	$461,651,246
546 	12/23/2009 	Alvin and the Chipmunks: The Squeakquel 	$70,000,000 	$219,614,612 	$443,483,213
547 	6/22/1988 	Who Framed Roger Rabbit? 	$70,000,000 	$154,112,492 	$351,500,000
548 	7/30/1999 	Runaway Bride 	$70,000,000 	$152,257,509 	$310,138,178
549 	8/9/2002 	xXx 	$70,000,000 	$141,930,000 	$267,200,000
550 	11/8/1996 	Ransom 	$70,000,000 	$136,492,681 	$308,700,000
551 	8/20/2009 	Inglourious Basterds 	$70,000,000 	$120,831,050 	$316,971,720
552 	12/11/1991 	Hook 	$70,000,000 	$119,654,823 	$300,854,823
553 	7/3/1990 	Die Hard 2 	$70,000,000 	$117,323,878 	$239,814,025
554 	8/8/2003 	S.W.A.T. 	$70,000,000 	$116,877,600 	$207,154,751
555 	11/19/1999 	Sleepy Hollow 	$70,000,000 	$101,068,340 	$207,068,340
556 	12/14/2001 	Vanilla Sky 	$70,000,000 	$100,614,858 	$202,726,605
557 	6/13/1997 	Hercules 	$70,000,000 	$99,112,101 	$250,700,000
558 	3/22/2013 	Olympus Has Fallen 	$70,000,000 	$98,927,592 	$150,562,164
559 	3/11/2011 	Battle: Los Angeles 	$70,000,000 	$83,552,432 	$212,005,204
560 	8/13/2004 	AVP: Alien Vs. Predator 	$70,000,000 	$80,281,096 	$172,543,519
561 	12/25/2011 	War Horse 	$70,000,000 	$79,883,360 	$156,815,530
562 	3/1/2002 	We Were Soldiers 	$70,000,000 	$78,120,196 	$114,658,262
563 	2/7/2014 	The Monuments Men 	$70,000,000 	$78,031,620 	$155,131,620
564 	12/11/1998 	Star Trek: Insurrection 	$70,000,000 	$70,187,658 	$117,800,000
565 	12/10/2003 	Big Fish 	$70,000,000 	$66,432,868 	$123,954,324
566 	6/17/1994 	Wolf 	$70,000,000 	$65,011,757 	$131,011,757
567 	1/20/2012 	Underworld: Awakening 	$70,000,000 	$62,321,040 	$160,379,931
568 	10/10/2014 	Dracula Untold 	$70,000,000 	$55,991,880 	$215,782,636
569 	8/9/1989 	The Abyss 	$70,000,000 	$54,243,125 	$54,243,125
570 	9/24/2010 	Wall Street 2: Money Never Sleeps 	$70,000,000 	$52,474,616 	$137,431,619
571 	1/14/2011 	The Dilemma 	$70,000,000 	$48,475,290 	$70,546,865
572 	11/6/1998 	The Siege 	$70,000,000 	$40,934,175 	$116,625,798
573 	8/10/2007 	Stardust 	$70,000,000 	$38,634,938 	$137,022,245
574 	6/15/2012 	Rock of Ages 	$70,000,000 	$38,518,613 	$50,118,613
575 	10/8/1997 	Seven Years in Tibet 	$70,000,000 	$37,945,884 	$131,445,884
576 	9/17/2004 	Sky Captain and the World of Tomorrow 	$70,000,000 	$37,760,080 	$49,730,854
577 	11/1/2002 	I Spy 	$70,000,000 	$33,561,137 	$60,279,822
578 	6/7/2002 	Bad Company 	$70,000,000 	$30,157,016 	$69,157,016
579 	10/21/2005 	Doom 	$70,000,000 	$28,212,337 	$54,612,337
580 	10/18/2013 	Escape Plan 	$70,000,000 	$25,213,103 	$103,813,103
581 	9/23/2011 	Killer Elite 	$70,000,000 	$25,124,986 	$65,409,046
582 	1/16/1998 	Hard Rain 	$70,000,000 	$19,870,567 	$19,870,567
583 	2/15/2002 	Hart's War 	$70,000,000 	$19,076,816 	$33,076,816
584 	2/8/2002 	Rollerball 	$70,000,000 	$18,990,542 	$25,852,508
585 	1/10/2014 	The Legend of Hercules 	$70,000,000 	$18,848,538 	$61,402,445
586 	9/20/2002 	Ballistic: Ecks vs. Sever 	$70,000,000 	$14,294,842 	$14,294,842
587 	8/10/2001 	Osmosis Jones 	$70,000,000 	$13,596,912 	$13,596,912
588 	5/9/2014 	Legends of Oz: Dorothy’s Return 	$70,000,000 	$8,462,348 	$20,107,934
589 	1/16/2015 	Blackhat 	$70,000,000 	$7,889,395 	$16,957,877
590 	3/31/2006 	Basic Instinct 2 	$70,000,000 	$5,946,136 	$35,417,162
591 	5/28/2010 	Agora 	$70,000,000 	$619,423 	$38,992,292
592 	7/9/2010 	Despicable Me 	$69,000,000 	$251,513,985 	$543,495,033
593 	7/30/2010 	Dinner for Schmucks 	$69,000,000 	$73,026,337 	$86,796,502
594 	6/30/2010 	The Twilight Saga: Eclipse 	$68,000,000 	$300,531,751 	$699,590,681
595 	5/31/2002 	The Sum of All Fears 	$68,000,000 	$118,471,320 	$193,500,000
596 	7/13/2001 	The Score 	$68,000,000 	$71,069,888 	$113,542,095
597 	2/25/2011 	Hall Pass 	$68,000,000 	$45,060,736 	$87,173,477
598 	11/22/1995 	Money Train 	$68,000,000 	$35,324,232 	$77,224,232
599 	3/21/2003 	Dreamcatcher 	$68,000,000 	$33,685,268 	$75,685,268
600 	8/6/1999 	Mystery Men 	$68,000,000 	$29,762,012 	$33,462,012
601 	11/5/1999 	The Insider 	$68,000,000 	$28,965,197 	$60,265,197
602 	3/2/2012 	Doctor Seuss' The Lorax 	$67,500,000 	$214,030,500 	$350,976,753
603 	10/10/2008 	Body of Lies 	$67,500,000 	$39,394,666 	$108,394,666
