title;genre;distributor;year
Akmareul Boatda (악마를 보았다);Thriller-or-Suspense;Magnet Pictures;2011
Misterios de Lisboa;Thriller-or-Suspense;Music Box Films;2011
The Double;Thriller-or-Suspense;Image Entertainment;2011
Viva Riva!;Thriller-or-Suspense;Music Box Films;2011
The Perfect Host;Thriller-or-Suspense;Magnolia Pictures;2011
Texas Killing Fields;Thriller-or-Suspense;Anchor Bay Entertainment;2011
Road to Nowhere;Thriller-or-Suspense;Monterey Media;2011
Went the Day Well?;Thriller-or-Suspense;;1944
Small Town Murder Songs;Thriller-or-Suspense;Monterey Media;2011
Vanishing on 7th Street;Thriller-or-Suspense;Magnet Pictures;2011
Brotherhood;Thriller-or-Suspense;Phase 4 Films;2011
The Next Three Days;Thriller-or-Suspense;Lionsgate;2010
InSight;Thriller-or-Suspense;Check Entertainment Distribution;2011
Trespass;Thriller-or-Suspense;Alchemy;2011
The Tenant;Thriller-or-Suspense;Indican Pictures;2011
The Town;Thriller-or-Suspense;Warner Bros.;2010
I'm Not Jesus Mommy;Thriller-or-Suspense;FilmDemic;2011
Shanghai Red;Thriller-or-Suspense;Indican Pictures;2010
Wrecked;Thriller-or-Suspense;IFC Films;2011
Inception;Thriller-or-Suspense;Warner Bros.;2010
Good Neighbors;Thriller-or-Suspense;Magnolia Pictures;2011
Rabia;Thriller-or-Suspense;Strand;2011
Daylight;Thriller-or-Suspense;Cinema Purgatorio;2011
Zenith;Thriller-or-Suspense;Cinema Purgatorio;2010
Red Hill;Thriller-or-Suspense;Sony Pictures;2010
Restitution;Thriller-or-Suspense;Monterey Media;2011
Flickan som lekte med elden;Thriller-or-Suspense;;2009
Män som hatar kvinnor;Thriller-or-Suspense;Music Box Films;2009
The Hunger Games;Thriller-or-Suspense;Lionsgate;2012
Taken 2;Thriller-or-Suspense;Disney;2012
Prometheus;Thriller-or-Suspense;20th Century Fox;2012
Safe House;Thriller-or-Suspense;Universal;2012
The Bourne Legacy;Thriller-or-Suspense;Universal;2012
Argo;Thriller-or-Suspense;Warner Bros.;2012
Jack Reacher;Thriller-or-Suspense;Paramount Pictures;2012
Chronicle;Thriller-or-Suspense;20th Century Fox;2012
The Grey;Thriller-or-Suspense;Open Road;2012
Savages;Thriller-or-Suspense;Universal;2012
The Girl with the Dragon Tattoo;Thriller-or-Suspense;Sony Pictures;2011
The Cabin in the Woods;Thriller-or-Suspense;Lionsgate;2012
End of Watch;Thriller-or-Suspense;Open Road;2012
Alex Cross;Thriller-or-Suspense;Lionsgate;2012
Premium Rush;Thriller-or-Suspense;Sony Pictures;2012
Tinker Tailor Soldier Spy;Thriller-or-Suspense;Focus Features;2011
Haywire;Thriller-or-Suspense;Relativity;2012
Man on a Ledge;Thriller-or-Suspense;Lionsgate;2012
The Raven;Thriller-or-Suspense;Relativity;2012
Killing Them Softly;Thriller-or-Suspense;Weinstein Co.;2012
Lockout;Thriller-or-Suspense;Open Road;2012
Gone;Thriller-or-Suspense;Lionsgate;2012
Arbitrage;Thriller-or-Suspense;Roadside Attractions;2012
Zero Dark Thirty;Thriller-or-Suspense;Sony Pictures;2012
The Cold Light of Day;Thriller-or-Suspense;Lionsgate;2012
Omerta;Thriller-or-Suspense;Alliance Atlantis;2012
Ek Tha Tiger;Thriller-or-Suspense;Yash Raj Films;2012
Hodejegerne;Thriller-or-Suspense;Magnolia Pictures;2012
Cosmopolis;Thriller-or-Suspense;Entertainment One;2012
Agent Vinod;Thriller-or-Suspense;Eros Entertainment;2012
The Paperboy;Thriller-or-Suspense;Alchemy;2012
Melancholia;Thriller-or-Suspense;Magnolia Pictures;2011
In Time;Thriller-or-Suspense;20th Century Fox;2011
Sound of My Voice;Thriller-or-Suspense;Fox Searchlight;2012
Branded;Thriller-or-Suspense;Roadside Attractions;2012
Elena;Thriller-or-Suspense;Zeitgeist;2012
Snabba Cash;Thriller-or-Suspense;Weinstein Co.;2012
Polisse;Thriller-or-Suspense;IFC Films;2012
From Beneath;Thriller-or-Suspense;Nocturnal Features;2012
La piel que habito;Thriller-or-Suspense;Sony Pictures Classics;2011
The Woman in the Fifth;Thriller-or-Suspense;ATO Pictures;2012
360;Thriller-or-Suspense;Magnolia Pictures;2012
On the Ice;Thriller-or-Suspense;PMK*BNC;2012
Martha Marcy May Marlene;Thriller-or-Suspense;Fox Searchlight;2011
Deadfall;Thriller-or-Suspense;Magnolia Pictures;2012
The Bodyguard;Thriller-or-Suspense;Warner Bros.;1992
Red Lights;Thriller-or-Suspense;Alchemy;2012
Wake in Fright;Thriller-or-Suspense;Drafthouse Films;2012
Soldiers of Fortune;Thriller-or-Suspense;Roadside Attractions;2012
Max et les ferrailleurs;Thriller-or-Suspense;Rialto Pictures;2012
Keyhole;Thriller-or-Suspense;Monterey Media;2012
The Day;Thriller-or-Suspense;Anchor Bay Entertainment;2012
The Divide;Thriller-or-Suspense;Anchor Bay Entertainment;2012
$upercapitalist;Thriller-or-Suspense;;2012
Trade of Innocents;Thriller-or-Suspense;Monterey Media;2012
Shanghai Red;Thriller-or-Suspense;Indican Pictures;2010
Beneath the Darkness;Thriller-or-Suspense;Image Entertainment;2012
Snowtown;Thriller-or-Suspense;IFC Midnight;2012
Pusher;Thriller-or-Suspense;Radius;2012
Brake;Thriller-or-Suspense;IFC Films;2012
Nuit Blanche;Thriller-or-Suspense;TriBeca Films;2012
ATM;Thriller-or-Suspense;IFC Films;2012
The Samaritan;Thriller-or-Suspense;IFC Films;2012
Le Moine;Thriller-or-Suspense;Mongrel Media;2012
Le combat dans l'île;Thriller-or-Suspense;The Film Desk;2009
Fon tok kuen fah;Thriller-or-Suspense;Kino Lorber;2012
A Dark Truth;Thriller-or-Suspense;Magnolia Pictures;2013
Gravity;Thriller-or-Suspense;Warner Bros.;2013
Now You See Me;Thriller-or-Suspense;Lionsgate;2013
Olympus Has Fallen;Thriller-or-Suspense;FilmDistrict;2013
Zero Dark Thirty;Thriller-or-Suspense;Sony Pictures;2012
Oblivion;Thriller-or-Suspense;Universal;2013
White House Down;Thriller-or-Suspense;Sony Pictures;2013
Prisoners;Thriller-or-Suspense;Warner Bros.;2013
The Call;Thriller-or-Suspense;Sony Pictures;2013
Snitch;Thriller-or-Suspense;Lionsgate;2013
Side Effects;Thriller-or-Suspense;Open Road;2013
The Host;Thriller-or-Suspense;Open Road;2013
Argo;Thriller-or-Suspense;Warner Bros.;2012
Escape Plan;Thriller-or-Suspense;Lionsgate;2013
Broken City;Thriller-or-Suspense;Universal;2013
Runner Runner;Thriller-or-Suspense;Warner Bros.;2013
Parker;Thriller-or-Suspense;FilmDistrict;2013
The Counselor;Thriller-or-Suspense;Paramount Pictures;2013
Jack Reacher;Thriller-or-Suspense;Paramount Pictures;2012
Spring Breakers;Thriller-or-Suspense;A24;2013
Dead Man Down;Thriller-or-Suspense;FilmDistrict;2013
Getaway;Thriller-or-Suspense;Warner Bros.;2013
Paranoia;Thriller-or-Suspense;Relativity;2013
All is Lost;Thriller-or-Suspense;Universal;2013
Closed Circuit;Thriller-or-Suspense;Focus Features;2013
The Company You Keep;Thriller-or-Suspense;Sony Pictures Classics;2013
Trance;Thriller-or-Suspense;Fox Searchlight;2013
The Saratov Approach;Thriller-or-Suspense;Purdie Distribution;2013
Phantom;Thriller-or-Suspense;RCR Media Group;2013
Only God Forgives;Thriller-or-Suspense;Radius;2013
Taken 2;Thriller-or-Suspense;Disney;2012
Sinsegye;Thriller-or-Suspense;Well Go USA;2013
Kapringen;Thriller-or-Suspense;Magnolia Pictures;2013
On The Job;Thriller-or-Suspense;Well Go USA;2013
Du zhan;Thriller-or-Suspense;Variance Films;2013
Europa Report;Thriller-or-Suspense;Magnolia Pictures;2013
End of Watch;Thriller-or-Suspense;Open Road;2012
Shadow Dancer;Thriller-or-Suspense;Magnolia Pictures;2013
Das letzte Schweigen;Thriller-or-Suspense;Music Box Films;2013
Passion;Thriller-or-Suspense;Entertainment One;2013
Byzantium;Thriller-or-Suspense;IFC Films;2013
We Are What We Are;Thriller-or-Suspense;Entertainment One;2013
Go For Sisters;Thriller-or-Suspense;Variance Films;2013
The Canyons;Thriller-or-Suspense;IFC Films;2013
Final: The Rapture;Thriller-or-Suspense;Riverrain;2013
Killing Them Softly;Thriller-or-Suspense;Weinstein Co.;2012
Redemption;Thriller-or-Suspense;Roadside Attractions;2013
Maniac;Thriller-or-Suspense;IFC Midnight;2013
Graceland;Thriller-or-Suspense;Drafthouse Films;2013
Simon Killer;Thriller-or-Suspense;IFC Films;2013
The Last Days on Mars;Thriller-or-Suspense;Magnolia Pictures;2013
A Single Shot;Thriller-or-Suspense;TriBeca Films;2013
Evil Intent;Thriller-or-Suspense;;2013
Girls Against Boys;Thriller-or-Suspense;Anchor Bay Entertainment;2013
Welcome to the Punch;Thriller-or-Suspense;IFC Films;2013
La proie;Thriller-or-Suspense;Cohen Media Group;2013
Le Moine;Thriller-or-Suspense;Mongrel Media;2012
A Dark Truth;Thriller-or-Suspense;Magnolia Pictures;2013
Inescapable;Thriller-or-Suspense;IFC Films;2013
Rubberneck;Thriller-or-Suspense;TriBeca Films;2013
Silver Circle;Thriller-or-Suspense;Hybrid Pictures;2013
Max et les ferrailleurs;Thriller-or-Suspense;Rialto Pictures;2012
Arbitrage;Thriller-or-Suspense;Roadside Attractions;2012
Los Condenados;Thriller-or-Suspense;Strand;2013
Plush;Thriller-or-Suspense;IM Global/Blumhouse;2013
Pawn;Thriller-or-Suspense;Anchor Bay Entertainment;2013
Deadfall;Thriller-or-Suspense;Magnolia Pictures;2012
Knife Fight;Thriller-or-Suspense;IFC Films;2013
La marque des anges;Thriller-or-Suspense;Mongrel Media;2013
Le combat dans l'île;Thriller-or-Suspense;The Film Desk;2009
The Hunger Games: Mockingjay - Part 1;Thriller-or-Suspense;Lionsgate;2014
Gone Girl;Thriller-or-Suspense;Warner Bros;2014
The Purge: Anarchy;Thriller-or-Suspense;Universal;2014
No Good Deed;Thriller-or-Suspense;Sony Pictures;2014
Into the Storm;Thriller-or-Suspense;Warner Bros.;2014
Nightcrawler;Thriller-or-Suspense;Open Road;2014
3 Days to Kill;Thriller-or-Suspense;Relativity;2014
The November Man;Thriller-or-Suspense;Relativity;2014
Transcendence;Thriller-or-Suspense;Warner Bros.;2014
Gravity;Thriller-or-Suspense;Warner Bros.;2013
A Most Wanted Man;Thriller-or-Suspense;Universal;2014
Left Behind;Thriller-or-Suspense;Freestyle Releasing;2014
Snowpiercer;Thriller-or-Suspense;RADiUS-TWC;2014
Before I Go to Sleep;Thriller-or-Suspense;Open Road;2014
Under the Skin;Thriller-or-Suspense;A24;2014
Kill the Messenger;Thriller-or-Suspense;Focus Features;2014
Locke;Thriller-or-Suspense;A24;2014
Repentance;Thriller-or-Suspense;Codeblack Entertainment;2014
Enemy;Thriller-or-Suspense;A24;2014
Más negro que la noche;Thriller-or-Suspense;Lionsgate;2014
Holiday;Thriller-or-Suspense;Reliance Entertainment;2014
The Signal;Thriller-or-Suspense;Focus Features;2014
Omar;Thriller-or-Suspense;Adopt Films;2014
The Saratov Approach;Thriller-or-Suspense;Purdie Distribution;2013
The Two Faces of January;Thriller-or-Suspense;Magnolia Pictures;2014
The Captive;Thriller-or-Suspense;A24;2014
In Secret;Thriller-or-Suspense;Roadside Attractions;2014
Cold in July;Thriller-or-Suspense;IFC Films;2014
The Guest;Thriller-or-Suspense;Picturehouse;2014
Night Moves;Thriller-or-Suspense;Cinedigm;2014
Blue Ruin;Thriller-or-Suspense;RADiUS-TWC;2014
La chambre bleue;Thriller-or-Suspense;IFC Films;2014
All is Lost;Thriller-or-Suspense;Universal;2013
Jinn;Thriller-or-Suspense;Freestyle Releasing;2014
Bethlehem;Thriller-or-Suspense;Adopt Films;2014
Escape Plan;Thriller-or-Suspense;Lionsgate;2013
Final: The Rapture;Thriller-or-Suspense;Riverrain;2013
Cheap Thrills;Thriller-or-Suspense;Lionsgate;2014
Borgman;Thriller-or-Suspense;Drafthouse Films;2014
The Bag Man;Thriller-or-Suspense;Cinedigm;2014
A Field in England;Thriller-or-Suspense;Drafthouse Films;2014
Big Bad Wolves;Thriller-or-Suspense;Magnet Pictures;2014
Grand Piano;Thriller-or-Suspense;Magnolia Pictures;2014
Murder Eleven;Thriller-or-Suspense;Indican Pictures;2013
Cold Comes the Night;Thriller-or-Suspense;Stage 6 Samuel Goldwyn Films;2014
The Counselor;Thriller-or-Suspense;Paramount Pictures;2013
Alien Abduction;Thriller-or-Suspense;IFC Midnight;2014
Last Passenger;Thriller-or-Suspense;Cohen Media Group;2014
Radio Free Albemuth;Thriller-or-Suspense;Freestyle Releasing;2014
Go For Sisters;Thriller-or-Suspense;Variance Films;2013
L'étrange couleur des larmes de ton corps;Thriller-or-Suspense;Strand;2014
Pioneer;Thriller-or-Suspense;Magnolia Pictures;2014
The Devil's Hand;Thriller-or-Suspense;Roadside Attractions;2014
The Girl on the Train;Thriller-or-Suspense;Monterey Media;2014
Missionary;Thriller-or-Suspense;Freestyle Releasing;2014
These Final Hours;Thriller-or-Suspense;Mongrel Media;2014
Truth;Thriller-or-Suspense;Left of Center Entertainment, LLc;2014
The Butterfly Room;Thriller-or-Suspense;Archstone Entertainment;2014
The Last Days on Mars;Thriller-or-Suspense;Magnolia Pictures;2013
The Hunger Games: Mockingjay - Part 2;Thriller-or-Suspense;Lionsgate;2015
The Martian;Thriller-or-Suspense;Lionsgate;2015
Bridge of Spies;Thriller-or-Suspense;Walt Disney;2015
The Perfect Guy;Thriller-or-Suspense;Sony Pictures;2015
Sicario;Thriller-or-Suspense;Lionsgate;2015
The Gift;Thriller-or-Suspense;Fox;2015
The Boy Next Door;Thriller-or-Suspense;Universal;2015
No Escape;Thriller-or-Suspense;Weinstein Co.;2015
Ex Machina;Thriller-or-Suspense;A24;2015
Secret in Their Eyes;Thriller-or-Suspense;Lionsgate;2015
The Hunger Games: Mockingjay - Part 1;Thriller-or-Suspense;Lionsgate;2014
Self/Less;Thriller-or-Suspense;Focus Features;2015
The Gunman;Thriller-or-Suspense;Open Road;2015
Blackhat;Thriller-or-Suspense;Universal;2015
The Loft;Thriller-or-Suspense;Open Road;2015
Victor Frankenstein;Thriller-or-Suspense;20th Century Fox;2015
Truth;Thriller-or-Suspense;Sony;2015
Assassination;Thriller-or-Suspense;Well Go USA;2015
Legend;Thriller-or-Suspense;Universal;2015
Gone Girl;Thriller-or-Suspense;Warner Bros;2014
'71;Thriller-or-Suspense;Warner Bros.;2015
Child 44;Thriller-or-Suspense;Lionsgate;2015
Black Sea;Thriller-or-Suspense;Focus Features;2015
Remember;Thriller-or-Suspense;A24;2015
The Third Man;Thriller-or-Suspense;Rialto Pictures;1950
Wo shi zheng ren;Thriller-or-Suspense;China Lion Film Distribution;2015
Badlapur;Thriller-or-Suspense;Eros Entertainment;2015
Nightcrawler;Thriller-or-Suspense;Open Road;2014
Freetown;Thriller-or-Suspense;Purdie Distribution;2015
Nh10;Thriller-or-Suspense;Eros Entertainment;2015
Dark Places;Thriller-or-Suspense;A24;2015
Une nouvelle amie;Thriller-or-Suspense;Mongrel Media;2015
La French;Thriller-or-Suspense;Drafthouse Films;2015
Beeba Boys;Thriller-or-Suspense;;2015
Cop Car;Thriller-or-Suspense;Focus Features;2015
Z for Zachariah;Thriller-or-Suspense;Roadside Attractions;2015
Every Secret Thing;Thriller-or-Suspense;Starz Digital Media;2015
Man from Reno;Thriller-or-Suspense;Gravitas Ventures;2015
Du rififi chez les hommes;Thriller-or-Suspense;;1956
Heist;Thriller-or-Suspense;Lionsgate;2015
Beyond The Reach;Thriller-or-Suspense;Roadside Attractions;2015
Lost River;Thriller-or-Suspense;Warner Bros.;2015
Mr. X;Thriller-or-Suspense;Universal;2015
Marnie;Thriller-or-Suspense;;1964
Knock Knock;Thriller-or-Suspense;Lionsgate;2015
Kill Me Three Times;Thriller-or-Suspense;Magnolia Pictures;2015
Extraction;Thriller-or-Suspense;Lionsgate;2015
Kkeut-kka-ji-gan-da;Thriller-or-Suspense;Kino Lorber;2015
Dawn of the Crescent Moon;Thriller-or-Suspense;Indican Pictures;2015
Area 51;Thriller-or-Suspense;Paramount Pictures;2015
Victoria;Thriller-or-Suspense;Adopt Films;2015
Gabriel;Thriller-or-Suspense;Oscilloscope Pictures;2015
The Suicide Theory;Thriller-or-Suspense;Freestyle Releasing;2015
Alléluia;Thriller-or-Suspense;Doppelganger Releasing;2015
The Living;Thriller-or-Suspense;Monterey Media;2015
Dias de gracia;Thriller-or-Suspense;Cinema Libre;2015
Blackhats;Thriller-or-Suspense;Reel One Entertainment / Supremacy Films;2015
Hyena;Thriller-or-Suspense;TriBeca Films;2015
Windsor Drive;Thriller-or-Suspense;Indican Pictures;2015
Julia;Thriller-or-Suspense;Archstone Entertainment;2015
La chambre bleue;Thriller-or-Suspense;IFC Films;2014
Body;Thriller-or-Suspense;studio;2015
La dame dans l'auto avec des lunettes et un fusil;Thriller-or-Suspense;Magnolia Pictures;2015
Cut Snake;Thriller-or-Suspense;Monterey Media;2015
The Captive;Thriller-or-Suspense;A24;2014
El Nino;Thriller-or-Suspense;Distrib Films;2015
Pioneer;Thriller-or-Suspense;Magnolia Pictures;2014
