title;genre;distributor;year
The Devil Wears Prada;Comedy;20th Century Fox;2006
Scary Movie 4;Comedy;Weinstein/Dimension;2006
Nacho Libre;Comedy;Paramount Pictures;2006
You, Me and Dupree;Comedy;Universal;2006
Big Momma's House 2;Comedy;20th Century Fox;2006
Madea's Family Reunion;Comedy;Lionsgate;2006
The Shaggy Dog;Comedy;Walt Disney;2006
The Benchwarmers;Comedy;Sony Pictures;2006
Little Miss Sunshine;Comedy;Fox Searchlight;2006
Little Man;Comedy;Sony Pictures;2006
Fun With Dick And Jane;Comedy;Sony Pictures;2005
Date Movie;Comedy;20th Century Fox;2006
Stranger Than Fiction;Comedy;Sony Pictures;2006
Last Holiday;Comedy;Paramount Pictures;2006
Man of the Year;Comedy;Universal;2006
Accepted;Comedy;Universal;2006
Deck the Halls;Comedy;20th Century Fox;2006
Employee of the Month;Comedy;Lionsgate;2006
Stick It;Comedy;Walt Disney;2006
Clerks II;Comedy;MGM;2006
ATL;Comedy;Warner Bros.;2006
A Prairie Home Companion;Comedy;Picturehouse;2006
Beerfest;Comedy;Warner Bros.;2006
Aquamarine;Comedy;20th Century Fox;2006
Rumor Has It;Comedy;Warner Bros.;2005
School for Scoundrels;Comedy;MGM;2006
The Family Stone;Comedy;20th Century Fox;2005
Larry the Cable Guy: Health Inspector;Comedy;Lionsgate;2006
The Ringer;Comedy;Fox Searchlight;2005
Friends with Money;Comedy;Sony Pictures Classics;2006
How to Eat Fried Worms;Comedy;New Line;2006
Bon Cop, Bad Cop;Comedy;Alliance Atlantis;2006
Material Girls;Comedy;MGM;2006
Mrs. Henderson Presents;Comedy;Weinstein Co.;2005
Tenacious D in: The Pick of Destiny;Comedy;New Line;2006
Running With Scissors;Comedy;Sony Pictures;2006
Grandma's Boy;Comedy;20th Century Fox;2006
For Your Consideration;Comedy;Warner Independent;2006
Volver;Comedy;Sony Pictures Classics;2006
La science des rêves;Comedy;Warner Independent;2006
Let's Go to Prison;Comedy;Universal;2006
Keeping Up with the Steins;Comedy;Miramax;2006
Van Wilder Deux: The Rise of Taj;Comedy;MGM;2006
Trailer Park Boys: The Movie;Comedy;Alliance Atlantis;2006
Art School Confidential;Comedy;Sony Pictures Classics;2006
Yours, Mine and Ours;Comedy;Paramount Pictures;2005
Le Secret de ma Mere;Comedy;Alliance Atlantis;2006
Lage Raho Munna Bhai;Comedy;Eros Entertainment;2006
Strangers with Candy;Comedy;ThinkFilm;2006
The History Boys;Comedy;Fox Searchlight;2006
Shortbus;Comedy;ThinkFilm;2006
Kinky Boots;Comedy;Miramax;2006
Keeping Mum;Comedy;ThinkFilm;2006
Trust the Man;Comedy;Fox Searchlight;2006
Tristram Shandy: A Cock and Bull Story;Comedy;Picturehouse;2006
Looking for Comedy in the Muslim World;Comedy;Warner Independent;2006
CSA: The Confederate States of America;Comedy;IFC Films;2005
Another Gay Movie;Comedy;TLA Releasing;2006
Bhagam Bhag;Comedy;Rainbow Releasing;2006
Artie Lange's Beer League;Comedy;Freestyle Releasing;2006
Church Ball;Comedy;Halestone;2006
Idiocracy;Comedy;20th Century Fox;2006
When Do We Eat?;Comedy;ThinkFilm;2006
Preaching to the Choir;Comedy;Innovation Film Group;2006
Conversations with Other Women;Comedy;Fabrication Films;2006
Chup Chup Ke;Comedy;UTV Communications;2006
The Syrian Bride;Comedy;Koch Lorber Films;2005
Kabul Express;Comedy;Yash Raj Films;2006
La Moustache;Comedy;Cinema Guild;2006
Wassup Rockers;Comedy;First Look;2006
Malamaal Weekly;Comedy;Rainbow Releasing;2006
The Puffy Chair;Comedy;IDP/Goldwyn/Roadside;2006
Lonesome Jim;Comedy;IFC Films;2006
The Mostly Unfabulous Social Life of Ethan Green;Comedy;Regent Releasing;2006
Pyare Mohan;Comedy;Eros Entertainment;2006
Temporada de patos;Comedy;Warner Independent;2006
Queens;Comedy;Regent Releasing;2006
Bluff Master;Comedy;UTV Communications;2005
Game 6;Comedy;Kindred Media Group;2006
The Groomsmen;Comedy;Bauer Martinez;2006
I Am a Sex Addict;Comedy;IFC First Take;2006
Mutual Appreciation;Comedy;Goodbye Cruel Releasing;2006
Wondrous Oblivion;Comedy;Palm Pictures;2006
Suits on the Loose;Comedy;Halestone;2006
Go For Zucker;Comedy;First Run Features;2005
Lü cao di;Comedy;First Run Features;2006
Anthony Kaun Hai;Comedy;AdLab Films;2006
Kalamazoo?;Comedy;Reel Source;2006
Männer wie wir;Comedy;Regent Releasing;2006
The Blossoming of Maximo Oliveros;Comedy;Unico Entertainment;2006
Garcon Stupide;Comedy;Picture This Entertainment;2005
Mozart and the Whale;Comedy;;2006
Kiss Kiss, Bang Bang;Comedy;Warner Bros.;2005
Eating Out 2: Sloppy Seconds;Comedy;Artiztical Entertainment;2006
Screen Door Jesus;Comedy;Indican Pictures;2005
Film Geek;Comedy;First Run Features;2006
Wasabi Tuna;Comedy;Indican Pictures;2004
Dorian Blues;Comedy;TLA Releasing;2005
Blackballed: The Bobby Dukes Story;Comedy;The 7th Floor;2006
Crazy Like a Fox;Comedy;Sky Island;2006
Familia rodante;Comedy;Palm Pictures;2006
A Wake in Providence;Comedy;Indican Pictures;2005
Ellie Parker;Comedy;Strand;2005
20 centiímetros;Comedy;TLA Releasing;2006
Say Uncle;Comedy;TLA Releasing;2006
The Tollbooth;Comedy;Castle Hill Productions;2006
Slow Jam King;Comedy;Unico Entertainment;2006
Simon;Comedy;Strand;2006
Roll Bounce;Comedy;Fox Searchlight;2005
Dog Lover's Symphony;Comedy;Self Distributed;2006
Alien Autopsy;Comedy;Warner Independent;2006
The Surfer King;Comedy;Movin' Picture Studios;2006
The Long Weekend;Comedy;Gold Circle Films;2006
Cote d'Azur;Comedy;Strand;2005
Doing Time for Patsy Cline;Comedy;Oilrag Productions;2006
Inconscientes;Comedy;Regent Releasing;2006
Issues;Comedy;Bullz Eye;2006
Uncut;Comedy;Strand;2006
Wild Hogs;Comedy;Walt Disney;2007
Superbad;Comedy;Sony Pictures;2007
I Now Pronounce You Chuck and Larry;Comedy;Universal;2007
Blades of Glory;Comedy;Paramount Pictures;2007
Evan Almighty;Comedy;Universal;2007
Norbit;Comedy;Paramount Pictures;2007
The Game Plan;Comedy;Walt Disney;2007
Fred Claus;Comedy;Warner Bros.;2007
Why Did I Get Married?;Comedy;Lionsgate;2007
Are We Done Yet?;Comedy;Sony Pictures;2007
Epic Movie;Comedy;20th Century Fox;2007
Smokin' Aces;Comedy;Universal;2007
Balls of Fury;Comedy;Focus Features;2007
Juno;Comedy;Fox Searchlight;2007
Mr. Magorium's Wonder Emporium;Comedy;20th Century Fox;2007
The Nanny Diaries;Comedy;MGM;2007
Mr. Woodcock;Comedy;New Line;2007
Hot Fuzz;Comedy;Focus Features;2007
Reno 911!: Miami;Comedy;20th Century Fox;2007
Walk Hard: The Dewey Cox Story;Comedy;Sony Pictures;2007
Hot Rod;Comedy;Paramount Pictures;2007
Firehouse Dog;Comedy;20th Century Fox;2007
The Comebacks;Comedy;20th Century Fox;2007
Daddy Day Camp;Comedy;Sony Pictures;2007
In the Land of Women;Comedy;Warner Bros.;2007
Bratz;Comedy;Lionsgate;2007
Volver;Comedy;Sony Pictures Classics;2006
Code Name: The Cleaner;Comedy;New Line;2007
Delta Farce;Comedy;Lionsgate;2007
The Hoax;Comedy;Walt Disney;2007
Lars and the Real Girl;Comedy;MGM;2007
Who's Your Caddy?;Comedy;MGM;2007
Kickin It Old Skool;Comedy;Yari Film Group Releasing;2007
Deux jours à Paris;Comedy;Samuel Goldwyn Films;2007
Borat;Comedy;20th Century Fox;2006
La doublure;Comedy;Sony Pictures Classics;2007
Avenue Montaigne;Comedy;ThinkFilm;2007
Mon meilleur ami;Comedy;IFC Films;2007
Heyy Babyy;Comedy;Eros Entertainment;2007
L'âge des ténèbres;Comedy;;2007
Bhool Bhulaiyaa;Comedy;Eros Entertainment;2007
Ma Tante Aline;Comedy;Alliance Atlantis;2007
The Brothers Solomon;Comedy;Sony Pictures;2007
The Bucket List;Comedy;Warner Bros.;2007
Ta Ra Rum Pum;Comedy;Yash Raj Films;2007
The History Boys;Comedy;Fox Searchlight;2006
The Ten;Comedy;ThinkFilm;2007
Rocket Science;Comedy;Picturehouse;2007
Jhoom Barabar Jhoom;Comedy;Yash Raj Films;2007
Molière;Comedy;Sony Pictures Classics;2007
Romance and Cigarettes;Comedy;Borotoro;2007
Wristcutters: A Love Story;Comedy;Autonomous Films;2007
Little Miss Sunshine;Comedy;Fox Searchlight;2006
Mafioso;Comedy;Rialto Pictures;1964
Deck the Halls;Comedy;20th Century Fox;2006
Ten Canoes;Comedy;Palm Pictures;2007
Bhagam Bhag;Comedy;Rainbow Releasing;2006
The Rules of the Game;Comedy;;1950
The TV Set;Comedy;ThinkFilm;2007
Eagle vs Shark;Comedy;Miramax;2007
Ira and Abby;Comedy;Magnolia Pictures;2007
I Want Someone To Eat Cheese With;Comedy;IFC Films;2007
Offside;Comedy;Sony Pictures Classics;2007
Hollywood Dreams;Comedy;Rainbow Releasing;2007
Dhamaal;Comedy;Shemaroo Entertainment;2007
Outsourced;Comedy;Lantern Lane Entertainment;2007
The Salon;Comedy;Freestyle Releasing;2007
Severance;Comedy;Magnolia Pictures;2007
For Your Consideration;Comedy;Warner Independent;2006
The Wendell Baker Story;Comedy;ThinkFilm;2007
Tortilla Heaven;Comedy;Wildcat Releasing;2007
Return with Honor: A Missionary Homecoming;Comedy;Excel Entertainment;2007
Dialogue avec mon jardinier;Comedy;;2007
A fost sau n-a fost?;Comedy;Tartan Films;2007
Delirious;Comedy;Peace Arch Releasing;2007
Colour Me Kubrick: A True...ish Story;Comedy;Magnolia Pictures;2007
Inconscientes;Comedy;Regent Releasing;2006
Diggers;Comedy;Magnolia Pictures;2007
Shortbus;Comedy;ThinkFilm;2006
Finishing the Game;Comedy;IFC First Take;2007
Direktøren for det hele;Comedy;IFC Films;2007
Fakers;Comedy;Indican Pictures;2007
Two Weeks;Comedy;MGM;2007
Randy and the Mob;Comedy;IFC Films;2007
Queens;Comedy;Regent Releasing;2006
Moving McAllister;Comedy;First Independent Pictures;2007
Le Secret de ma Mere;Comedy;Alliance Atlantis;2006
Monkey Warfare;Comedy;Odeon Films;2006
Kabul Express;Comedy;Yash Raj Films;2006
Hood of Horror;Comedy;;2006
Cashback;Comedy;Magnolia Pictures;2007
Great World of Sound;Comedy;Magnolia Pictures;2007
Sing Now or Forever Hold Your Peace;Comedy;Strand;2007
Dirty Laundry;Comedy;The Bigger Picture;2007
L'Iceberg;Comedy;First Run Features;2007
Everything's Gone Green;Comedy;First Independent Pictures;2007
Itty Bitty Titty Committee;Comedy;Pocket Releasing;2007
Hei Wong Ji Wong;Comedy;;2007
City Lights;Comedy;United Artists;1931
7 días;Comedy;Xenon Pictures;2007
The Amateurs;Comedy;Bauer Martinez;2007
Keeping Mum;Comedy;ThinkFilm;2006
Full of It;Comedy;New Line;2007
Cut Sleeve Boys;Comedy;Regent Releasing;2007
Buddha Mar Gaya;Comedy;Eros Entertainment;2007
Live Free or Die;Comedy;ThinkFilm;2007
Mutual Appreciation;Comedy;Goodbye Cruel Releasing;2006
Eating Out 2: Sloppy Seconds;Comedy;Artiztical Entertainment;2006
I'll Believe You;Comedy;Stand Up Films;2007
Whole New Thing;Comedy;Picture This Entertainment;2007
Freshman Orientation;Comedy;Regent Releasing;2007
Van Wilder Deux: The Rise of Taj;Comedy;MGM;2006
The Sasquatch Gang;Comedy;Screen Media Films;2007
Smiley Face;Comedy;First Look;2007
Fat Girls;Comedy;Regent Releasing;2007
Closing Escrow;Comedy;Magnolia Pictures;2007
Nina's Heavenly Delights;Comedy;Regent Releasing;2007
Weirdsville;Comedy;Magnolia Pictures;2007
And Then Came Love;Comedy;Fox Meadow;2007
The Iron Man;Comedy;Iron Man Distr;2007
Blonde Ambition;Comedy;First Look;2007
Slipstream;Comedy;Strand;2007
Hatsujô kateikyôshi: sensei no aijiru;Comedy;Palm Pictures;2007
The Inner Life of Martin Frost;Comedy;New Yorker;2007
Raising Flagg;Comedy;Cinema Libre;2007
The Cop, the Criminal and the Clown;Comedy;Lonely Seal Releasing;2007
I'm Reed Fish;Comedy;Screen Media Films;2007
Funny Money;Comedy;ThinkFilm;2007
Niwemang;Comedy;Strand;2007
Believe;Comedy;Kaleidoscope Pictures;2007
Adam's Apples;Comedy;Outsider;2007
Strákarnir okkar;Comedy;Regent Releasing;2007
Flakes;Comedy;IFC Films;2007
Lü cao di;Comedy;First Run Features;2006
Sex and the City;Comedy;Warner Bros.;2008
Get Smart;Comedy;Warner Bros.;2008
Four Christmases;Comedy;Warner Bros.;2008
Juno;Comedy;Fox Searchlight;2007
Tropic Thunder;Comedy;Paramount Pictures;2008
Marley & Me;Comedy;20th Century Fox;2008
Step Brothers;Comedy;Sony Pictures;2008
You Don't Mess With the Zohan;Comedy;Sony Pictures;2008
The Bucket List;Comedy;Warner Bros.;2007
Pineapple Express;Comedy;Sony Pictures;2008
Yes Man;Comedy;Warner Bros.;2008
Role Models;Comedy;Universal;2008
Baby Mama;Comedy;Universal;2008
The House Bunny;Comedy;Sony Pictures;2008
Welcome Home Roscoe Jenkins;Comedy;Universal;2008
Meet the Browns;Comedy;Lionsgate;2008
Meet the Spartans;Comedy;20th Century Fox;2008
Harold & Kumar Escape from Guantanamo Bay;Comedy;Warner Bros.;2008
First Sunday;Comedy;Sony Pictures;2008
The Family That Preys;Comedy;Lionsgate;2008
Semi-Pro;Comedy;New Line;2008
Drillbit Taylor;Comedy;Paramount Pictures;2008
The Love Guru;Comedy;Paramount Pictures;2008
Zack and Miri Make a Porno;Comedy;Weinstein Co.;2008
The Women;Comedy;Picturehouse;2008
Superhero Movie;Comedy;MGM;2008
Vicky Cristina Barcelona;Comedy;MGM;2008
Mad Money;Comedy;Overture Films;2008
Swing Vote;Comedy;Walt Disney;2008
Disaster Movie;Comedy;Lionsgate;2008
Soul Men;Comedy;MGM;2008
The Longshots;Comedy;MGM;2008
Be Kind Rewind;Comedy;New Line;2008
The Visitor;Comedy;Overture Films;2008
Sex Drive;Comedy;Summit Entertainment;2008
Nothing Like the Holidays;Comedy;Overture Films;2008
An American Carol;Comedy;Vivendi Entertainment;2008
Strange Wilderness;Comedy;Paramount Vantage;2008
The Rocker;Comedy;20th Century Fox;2008
Run, Fatboy, Run;Comedy;Picturehouse;2008
Hamlet 2;Comedy;Focus Features;2008
College;Comedy;MGM;2008
Witless Protection;Comedy;Lionsgate;2008
Charlie Bartlett;Comedy;MGM;2008
Cruising Bar 2;Comedy;;2008
Happy-Go-Lucky;Comedy;Miramax;2008
Bikur Ha-Tizmoret;Comedy;Sony Pictures Classics;2008
Choke;Comedy;Fox Searchlight;2008
How to Lose Friends & Alienate People;Comedy;MGM;2008
Hors de Prix;Comedy;Samuel Goldwyn Films;2008
The Wackness;Comedy;Sony Pictures Classics;2008
Dans une galaxie pres de chez vous 2;Comedy;;2008
Henry Poole Is Here;Comedy;Overture Films;2008
Son of Rambow: A Home Movie;Comedy;Paramount Vantage;2008
Bienvenue chez les Ch'tis;Comedy;;2008
The Game Plan;Comedy;Walt Disney;2007
What Just Happened;Comedy;Magnolia Pictures;2008
Walk Hard: The Dewey Cox Story;Comedy;Sony Pictures;2007
Mr. Magorium's Wonder Emporium;Comedy;20th Century Fox;2007
Beer for My Horses;Comedy;Roadside Attractions;2008
Fred Claus;Comedy;Warner Bros.;2007
Jaane Tu Ya Jaane Na;Comedy;UTV Communications;2008
Krazzy 4;Comedy;Eros Entertainment;2008
JCVD;Comedy;Peace Arch Releasing;2008
The Hammer;Comedy;Hammer the Movie;2008
The Promotion;Comedy;Weinstein Co.;2008
Everybody Wants to Be Italian;Comedy;Roadside Attractions;2008
Teeth;Comedy;Roadside Attractions;2008
Golmaal Returns;Comedy;Studio 18;2008
L'âge des ténèbres;Comedy;;2007
One Two Three;Comedy;Eros Entertainment;2008
Chaos Theory;Comedy;Warner Bros.;2008
The Foot Fist Way;Comedy;Paramount Vantage;2008
Sixty Six;Comedy;First Independent Pictures;2008
Lars and the Real Girl;Comedy;MGM;2007
Mister Lonely;Comedy;IFC Films;2008
God Tussi Great Ho;Comedy;Eros Entertainment;2008
The Grand;Comedy;Anchor Bay Entertainment;2008
Mere Baap Pehle Aap;Comedy;Shemaroo Entertainment;2008
Another Gay Sequel;Comedy;TLA Releasing;2008
Momma's Man;Comedy;ThinkFilm;2008
Kabluey;Comedy;Regent Releasing;2008
Humboldt County;Comedy;Magnolia Pictures;2008
Oye Lucky! Lucky Oye!;Comedy;UTV Communications;2008
99 francs;Comedy;;2008
A Four Letter Word;Comedy;Embrem Entertainment;2008
Kenny;Comedy;Arcangelo Entertainment;2008
Meet Bill;Comedy;First Look;2008
Finding Amanda;Comedy;Magnolia Pictures;2008
L'auberge rouge;Comedy;;2008
Paris;Comedy;;2008
Loins of Punjab Presents;Comedy;Emerging Pictures;2008
Kráska v nesnázich;Comedy;Menemsha Entertainment;2008
Blonde and Blonder;Comedy;Empire Pictures;2008
Romance and Cigarettes;Comedy;Borotoro;2007
Surfer, Dude;Comedy;Anchor Bay Entertainment;2008
Familiar Strangers;Comedy;Cavalier Films;2008
The Dukes;Comedy;CAVU Releasing;2008
Sex and Death 101;Comedy;Anchor Bay Entertainment;2008
Filth and Wisdom;Comedy;IFC Films;2008
Haebyonui Yoin;Comedy;New Yorker;2008
Expired;Comedy;MCR Releasing;2008
Diminished Capacity;Comedy;IFC Films;2008
All Hat;Comedy;;2008
Poultrygeist: Night of the Chicken Dead;Comedy;Troma Entertainment;2008
Full Grown Men;Comedy;Emerging Pictures;2008
Harold;Comedy;City Lights Pictures;2008
My Mexican Shivah;Comedy;Emerging Pictures;2008
Last Stop for Paul;Comedy;Mandt Brothers;2008
Så som i himmelen;Comedy;Vitagraph Films;2008
Skid Marks;Comedy;Diversa Films;2008
Young People Fucking;Comedy;ThinkFilm;2008
Little Big Top;Comedy;Self Distributed;2008
Ugly aur Pagli;Comedy;Shemaroo Entertainment;2008
Viva;Comedy;Vagrant Films;2008
Sure Shot Dombrowski;Comedy;;2007
Lower Learning;Comedy;Anchor Bay Entertainment;2008
Fat Girls;Comedy;Regent Releasing;2007
Nina's Heavenly Delights;Comedy;Regent Releasing;2007
Miss Conception;Comedy;First Look;2008
How to Rob a Bank;Comedy;IFC Films;2008
Outsourced;Comedy;Lantern Lane Entertainment;2007
The Hangover;Comedy;Warner Bros.;2009
Couples Retreat;Comedy;Universal;2009
Julie & Julia;Comedy;Sony Pictures;2009
Madea Goes To Jail;Comedy;Lionsgate;2009
Zombieland;Comedy;Sony Pictures;2009
I Love You, Man;Comedy;Paramount Pictures;2009
17 Again;Comedy;Warner Bros.;2009
Brüno;Comedy;Universal;2009
Bride Wars;Comedy;20th Century Fox;2009
Funny People;Comedy;Universal;2009
I Can Do Bad All By Myself;Comedy;Lionsgate;2009
Land of the Lost;Comedy;Universal;2009
Old Dogs;Comedy;Walt Disney;2009
Year One;Comedy;Sony Pictures;2009
Duplicity;Comedy;Universal;2009
Marley & Me;Comedy;20th Century Fox;2008
The Informant!;Comedy;Warner Bros.;2009
Dance Flick;Comedy;Paramount Pictures;2009
The Invention of Lying;Comedy;Warner Bros.;2009
Yes Man;Comedy;Warner Bros.;2008
Fired Up;Comedy;Sony Pictures;2009
The Goods: Live Hard, Sell Hard;Comedy;Paramount Vantage;2009
Whip It;Comedy;Fox Searchlight;2009
Sunshine Cleaning;Comedy;Overture Films;2009
De père en flic;Comedy;;2009
Next Day Air;Comedy;Summit Entertainment;2009
Away We Go;Comedy;Focus Features;2009
A Serious Man;Comedy;Focus Features;2009
The Boat That Rocked;Comedy;Focus Features;2009
Taking Woodstock;Comedy;Focus Features;2009
Bandslam;Comedy;Summit Entertainment;2009
3 Idiots;Comedy;Big Pictures;2009
Miss March;Comedy;20th Century Fox;2009
Trailer Park Boys: Countdown to Liquor Day;Comedy;;2009
My One and Only;Comedy;Freestyle Releasing;2009
Four Christmases;Comedy;Warner Bros.;2008
Rudo y Cursi;Comedy;Sony Pictures Classics;2009
Les doigts croches;Comedy;;2009
I Hope They Serve Beer in Hell;Comedy;Freestyle Releasing;2009
Paper Heart;Comedy;Overture Films;2009
Paris;Comedy;;2008
De Dana Dan;Comedy;;2009
Ajab Prem Ki Ghazab Kahani;Comedy;Viva Entertainment;2009
Wake Up Sid;Comedy;UTV Communications;2009
Fanboys;Comedy;Weinstein Co.;2009
Play the Game;Comedy;Slowhand Cinema;2009
La fille de Monaco;Comedy;Magnolia Pictures;2009
Role Models;Comedy;Universal;2008
Humpday;Comedy;Magnolia Pictures;2009
Vicky Cristina Barcelona;Comedy;MGM;2008
Luck by Chance;Comedy;AdLab Films;2009
O'Horten;Comedy;Sony Pictures Classics;2009
Spread;Comedy;;2009
Big Fan;Comedy;First Independent Pictures;2009
Do Knot Disturb;Comedy;Big Pictures;2009
Happy-Go-Lucky;Comedy;Miramax;2008
Tulpan;Comedy;Zeitgeist;2009
Zack and Miri Make a Porno;Comedy;Weinstein Co.;2008
Amarcord;Comedy;;1974
Gentlemen Broncos;Comedy;Fox Searchlight;2009
Monster Beach Party;Comedy;Indican Pictures;2009
Alien Trespass;Comedy;Roadside Attractions;2009
Gigantic;Comedy;First Independent Pictures;2009
Nothing Like the Holidays;Comedy;Overture Films;2008
Motherhood;Comedy;Freestyle Releasing;2009
Skills Like This;Comedy;Shadow;2009
Soul Men;Comedy;MGM;2008
Somers Town;Comedy;Film Movement;2009
Bart Got a Room;Comedy;Anchor Bay Entertainment;2009
Mystery Team;Comedy;Roadside Attractions;2009
Beeswax;Comedy;Cinema Guild;2009
Dai-Nipponjin;Comedy;Magnolia Pictures;2009
Absurdistan;Comedy;First Run Features;2009
The Slammin' Salmon;Comedy;Anchor Bay Entertainment;2009
The Last International Playboy;Comedy;;2009
JCVD;Comedy;Peace Arch Releasing;2008
Adventures of Power;Comedy;Variance Films;2009
Splinterheads;Comedy;Paladin;2009
Les vacances de M. Hulot;Comedy;Janus Films;1954
L'Argent de poche;Comedy;New World;2009
St. Trinian's;Comedy;NeoClassics Films;2009
Taxidermia;Comedy;Regent Releasing;2009
Janky Promoters;Comedy;Third Rail;2009
Looking for Palladin;Comedy;;2009
Momma's Man;Comedy;ThinkFilm;2008
The Marc Pease Experience;Comedy;Paramount Vantage;2009
Familiar Strangers;Comedy;Cavalier Films;2008
Sixty Six;Comedy;First Independent Pictures;2008
Teeth;Comedy;Roadside Attractions;2008
Patrik, Age 1.5;Comedy;;2009
Grown Ups;Comedy;Sony Pictures;2010
The Other Guys;Comedy;Sony Pictures;2010
Little Fockers;Comedy;Universal;2010
Due Date;Comedy;Warner Bros.;2010
Date Night;Comedy;20th Century Fox;2010
Sex and the City 2;Comedy;Warner Bros.;2010
Dinner for Schmucks;Comedy;Paramount Pictures;2010
Get Him to the Greek;Comedy;Universal;2010
Easy A;Comedy;Sony Pictures;2010
Hot Tub Time Machine;Comedy;MGM;2010
Cop Out;Comedy;Warner Bros.;2010
Vampires Suck;Comedy;20th Century Fox;2010
Scott Pilgrim vs. The World;Comedy;Universal;2010
Morning Glory;Comedy;Paramount Pictures;2010
You Again;Comedy;Walt Disney;2010
Lottery Ticket;Comedy;Warner Bros.;2010
The Kids Are All Right;Comedy;Focus Features;2010
Our Family Wedding;Comedy;Fox Searchlight;2010
Youth in Revolt;Comedy;Weinstein/Dimension;2010
MacGruber;Comedy;Universal;2010
Cyrus;Comedy;Fox Searchlight;2010
City Island;Comedy;Anchor Bay Entertainment;2010
It's Kind of a Funny Story;Comedy;Focus Features;2010
Old Dogs;Comedy;Walt Disney;2009
3 Idiots;Comedy;Big Pictures;2009
Micmacs;Comedy;Sony Pictures Classics;2010
Golmaal 3;Comedy;Eros Entertainment;2010
I Love You, Phillip Morris;Comedy;Roadside Attractions;2010
Tees Maar Khan;Comedy;UTV Communications;2010
Middle Men;Comedy;Paramount Vantage;2010
Couples Retreat;Comedy;Universal;2009
Pranzo di ferragosto;Comedy;Zeitgeist;2010
The Virginity Hit;Comedy;Sony Pictures;2010
Jack Goes Boating;Comedy;Overture Films;2010
Khatta Meetha;Comedy;Eros Entertainment;2010
Tamara Drewe;Comedy;Sony Pictures Classics;2010
L'arnacouer;Comedy;IFC Films;2010
The Extra Man;Comedy;Magnolia Pictures;2010
The Trotsky;Comedy;;2010
Today's Special;Comedy;Reliance Big Pictures;2010
Tiny Furniture;Comedy;IFC Films;2010
No Problem;Comedy;Eros Entertainment;2010
Le baiser du barbu;Comedy;;2010
Atithi Tum Kab Jaoge?;Comedy;Viva Entertainment;2010
Rare Exports: A Christmas Tale;Comedy;Oscilloscope Pictures;2010
Parlez-moi de la pluie;Comedy;IFC Films;2010
Wild Target;Comedy;Freestyle Releasing;2010
The Romantics;Comedy;Four of a Kind Productions;2010
Saint John of Las Vegas;Comedy;IndieVest Pictures;2010
Crazy on the Outside;Comedy;Freestyle Releasing;2010
Rosencrantz and Guildenstein are Undead;Comedy;Indican Pictures;2010
Dulha Mil Gaya;Comedy;Viva Entertainment;2010
Patrik, Age 1.5;Comedy;;2009
Le code a changé;Comedy;IFC Films;2010
Les vacances de M. Hulot;Comedy;Janus Films;1954
A Serious Man;Comedy;Focus Features;2009
Mystery Team;Comedy;Roadside Attractions;2009
36 vues du Pic Saint Loup;Comedy;Cinema Guild;2010
Lbs.;Comedy;Truly Indie;2010
Expecting Mary;Comedy;Rocky Mountain Pictures;2010
BoyBand;Comedy;Artigo Ajemian Films;2010
Tamo i ovde;Comedy;;2010
The Boat That Rocked;Comedy;Focus Features;2009
Trash Humpers;Comedy;;2010
Douchebag;Comedy;Paladin;2010
L'Argent de poche;Comedy;New World;2009
Paper Man;Comedy;MPI Media Group;2010
Hey, Hey, It's Esther Blueburger;Comedy;Monterey Media;2010
Violet Tendencies;Comedy;Embrem Entertainment;2010
White Wedding;Comedy;The Little Film Company/Dada Films;2010
Misconceptions;Comedy;Regent Releasing;2010
Beeswax;Comedy;Cinema Guild;2009
The Winning Season;Comedy;Roadside Attractions;2010
Big Fan;Comedy;First Independent Pictures;2009
Amarcord;Comedy;;1974
My Year Without Sex;Comedy;Strand;2010
The Slammin' Salmon;Comedy;Anchor Bay Entertainment;2009
El Súperstar: The Unlikely Rise of Juan Francés;Comedy;Cinema Libre;2010
Drool;Comedy;Strand;2010
To Die is Hard;Comedy;Driving With Our Eyes Shut;2010
The Hangover Part II;Comedy;Warner Bros.;2011
Bridesmaids;Comedy;Universal;2011
Horrible Bosses;Comedy;Warner Bros.;2011
Bad Teacher;Comedy;Sony Pictures;2011
Gnomeo and Juliet;Comedy;Walt Disney;2011
Crazy, Stupid, Love;Comedy;Warner Bros.;2011
Tower Heist;Comedy;Universal;2011
Jack and Jill;Comedy;Sony Pictures;2011
Madea's Big Happy Family;Comedy;Lionsgate;2011
The Dilemma;Comedy;Universal;2011
Little Fockers;Comedy;Universal;2010
Hall Pass;Comedy;Warner Bros.;2011
Big Mommas: Like Father, Like Son;Comedy;20th Century Fox;2011
Paul;Comedy;Universal;2011
The Change-Up;Comedy;Universal;2011
A Very Harold & Kumar 3D Christmas;Comedy;Warner Bros.;2011
Our Idiot Brother;Comedy;Weinstein Co.;2011
Your Highness;Comedy;Universal;2011
Young Adult;Comedy;Paramount Pictures;2011
Prom;Comedy;Walt Disney;2011
I Don't Know How She Does It;Comedy;Weinstein Co.;2011
The Big Year;Comedy;20th Century Fox;2011
Take Me Home Tonight;Comedy;Relativity;2011
Cedar Rapids;Comedy;Fox Searchlight;2011
The Guard;Comedy;Sony Pictures Classics;2011
Starbuck;Comedy;Entertainment One;2011
Le sens de l'humour;Comedy;Alliance Atlantis;2011
Bucky Larson: Born to Be a Star;Comedy;Sony Pictures;2011
