title;genre;distributor;year
Arthur et la vengeance de Maltazard;Adventure;Alliance Atlantis;2011
Despicable Me;Adventure;Universal;2010
Legend of the Guardians: The Owls of Ga'Hoole;Adventure;Warner Bros.;2010
Samâ uôzu;Adventure;GKIDS;2010
Alabama Moon;Adventure;Faulkner-McLean Entertainment;2011
Mia et le Migou;Adventure;GKIDS;2011
OKA!;Adventure;Dada Films;2011
Terkel i knibe;Adventure;;2010
Miss Minoes;Adventure;Music Box Films;2011
Zokkomon;Adventure;Walt Disney;2011
The Hobbit: An Unexpected Journey;Adventure;Warner Bros.;2012
The Amazing Spider-Man;Adventure;Sony Pictures;2012
Brave;Adventure;Walt Disney;2012
Madagascar 3: Europe's Most Wanted;Adventure;Paramount Pictures;2012
Dr. Seuss' The Lorax;Adventure;Universal;2012
Men in Black 3;Adventure;Sony Pictures;2012
Wreck-It Ralph;Adventure;Walt Disney;2012
Ice Age: Continental Drift;Adventure;20th Century Fox;2012
Snow White and the Huntsman;Adventure;Universal;2012
Hotel Transylvania;Adventure;Sony Pictures;2012
Journey 2: The Mysterious Island;Adventure;Warner Bros.;2012
Rise of the Guardians;Adventure;Paramount Pictures;2012
Wrath of the Titans;Adventure;Warner Bros.;2012
John Carter;Adventure;Walt Disney;2012
Mirror Mirror;Adventure;Relativity;2012
ParaNorman;Adventure;Focus Features;2012
Parental Guidance;Adventure;20th Century Fox;2012
Diary of a Wimpy Kid: Dog Days;Adventure;20th Century Fox;2012
Star Wars Ep. I: The Phantom Menace;Adventure;20th Century Fox;1999
Finding Nemo;Adventure;Walt Disney;2003
Alvin and the Chipmunks: Chipwrecked;Adventure;20th Century Fox;2011
Frankenweenie;Adventure;Walt Disney;2012
The Pirates! Band of Misfits;Adventure;Sony Pictures;2012
Monsters, Inc.;Adventure;Walt Disney;2001
The Adventures of Tintin;Adventure;Paramount Pictures;2011
Hugo;Adventure;Paramount Pictures;2011
Kari gurashi no Arietti;Adventure;Walt Disney;2012
Cirque du Soleil: Worlds Away;Adventure;Paramount Pictures;2012
The Muppets;Adventure;Walt Disney;2011
Puss in Boots;Adventure;Paramount Pictures;2011
Raiders of the Lost Ark;Adventure;Paramount Pictures;1981
Happy Feet Two;Adventure;Warner Bros.;2011
The Oogieloves in the BIG Balloon Adventure;Adventure;Kenn Viselman Presents;2012
Arthur Christmas;Adventure;Sony Pictures;2011
The Polar Express;Adventure;Warner Bros.;2004
Une vie de chat;Adventure;Mongrel Media;2012
Hagane no renkinjutsushi: Mirosu no seinaru hoshi;Adventure;Eleven Arts;2012
Na pude;Adventure;Hannover House;2012
La nouvelle guerre des boutons;Adventure;Weinstein Co.;2012
Le Voyage dans la Lune;Adventure;;1902
The Lion King;Adventure;Walt Disney;1994
Le chat du rabbin;Adventure;GKIDS;2012
OKA!;Adventure;Dada Films;2011
Miss Minoes;Adventure;Music Box Films;2011
Terkel i knibe;Adventure;;2010
The Hunger Games: Catching Fire;Adventure;Lionsgate;2013
Despicable Me 2;Adventure;Universal;2013
Monsters University;Adventure;Walt Disney;2013
Oz the Great and Powerful;Adventure;Walt Disney;2013
The Hobbit: The Desolation of Smaug;Adventure;Warner Bros.;2013
Star Trek Into Darkness;Adventure;Paramount Pictures;2013
The Croods;Adventure;20th Century Fox;2013
Cloudy with a Chance of Meatballs 2;Adventure;Sony Pictures;2013
Epic;Adventure;Universal;2013
Disney Planes;Adventure;Walt Disney;2013
Turbo;Adventure;20th Century Fox;2013
The Smurfs 2;Adventure;Sony Pictures;2013
Percy Jackson: Sea of Monsters;Adventure;20th Century Fox;2013
Jack the Giant Slayer;Adventure;Warner Bros.;2013
Ender's Game;Adventure;Lionsgate;2013
Escape From Planet Earth;Adventure;Weinstein Co.;2013
Free Birds;Adventure;Relativity;2013
The Secret Life of Walter Mitty;Adventure;20th Century Fox;2013
Jurassic Park;Adventure;Universal;1993
The Hobbit: An Unexpected Journey;Adventure;Warner Bros.;2012
Walking with Dinosaurs;Adventure;20th Century Fox;2013
The Mortal Instruments: City of Bones;Adventure;Sony Pictures;2013
Parental Guidance;Adventure;20th Century Fox;2012
Wreck-It Ralph;Adventure;Walt Disney;2012
Rise of the Guardians;Adventure;Paramount Pictures;2012
Monsters, Inc.;Adventure;Walt Disney;2001
Hotel Transylvania;Adventure;Sony Pictures;2012
Cirque du Soleil: Worlds Away;Adventure;Paramount Pictures;2012
The Christmas Candle;Adventure;Universal;2013
The Lost Medallion: The Adventures of Billy Stone;Adventure;Freestyle Releasing;2013
Frankenweenie;Adventure;Walt Disney;2012
2001: A Space Odyssey;Adventure;MGM;1968
Gekijoban Mahou Shojo Madoka Magica Shinpen Hangyoku no Monogatari;Adventure;Eleven Arts;2013
Ernest et Celestine;Adventure;Mongrel Media;2013
Ice Age: Continental Drift;Adventure;20th Century Fox;2012
Di Renjie zhi shendu longwang (狄仁傑之神都龍王);Adventure;AMC Independent;2013
Boule et Bill;Adventure;Distrib Films;2013
Zaytoun;Adventure;Strand;2013
Finding Nemo;Adventure;Walt Disney;2003
Brave;Adventure;Walt Disney;2012
Last Flight of the Champion;Adventure;High Top Releasing;2013
Terkel i knibe;Adventure;;2010
The Lego Movie;Adventure;Warner Bros.;2014
Maleficent;Adventure;Walt Disney;2014
The Hobbit: The Battle of the Five Armies;Adventure;Warner Bros.;2014
Big Hero 6;Adventure;Walt Disney;2014
Dawn of the Planet of the Apes;Adventure;Universal;2014
Teenage Mutant Ninja Turtles;Adventure;Paramount;2014
Interstellar;Adventure;Paramount Pictures;2014
How to Train Your Dragon 2;Adventure;20th Century Fox;2014
Divergent;Adventure;Lionsgate;2014
Rio 2;Adventure;20th Century Fox;2014
Mr. Peabody & Sherman;Adventure;Fox;2014
Penguins of Madagascar;Adventure;20th Century Fox;2014
Hercules;Adventure;Paramount Pictures;2014
Night at the Museum: Secret of the Tomb;Adventure;20th Century Fox;2014
Alexander and the Terrible, Horrible, No Good, Very Bad Day;Adventure;Walt Disney;2014
The Nut Job;Adventure;Open Road;2014
Planes: Fire and Rescue;Adventure;Walt Disney;2014
Muppets Most Wanted;Adventure;Walt Disney;2014
The Boxtrolls;Adventure;Focus Features;2014
The Book of Life;Adventure;Clarius Entertainment;2014
Earth to Echo;Adventure;Relativity;2014
The Hobbit: The Desolation of Smaug;Adventure;Warner Bros.;2013
The Legend of Hercules;Adventure;Lionsgate;2014
The Hunger Games: Catching Fire;Adventure;Lionsgate;2013
The Secret Life of Walter Mitty;Adventure;20th Century Fox;2013
Moms' Night Out;Adventure;Sony Pictures;2014
Legends of Oz: Dorothy's Return;Adventure;Universal;2014
Walking with Dinosaurs;Adventure;20th Century Fox;2013
Cloudy with a Chance of Meatballs 2;Adventure;Sony Pictures;2013
Free Birds;Adventure;Relativity;2013
2001: A Space Odyssey;Adventure;MGM;1968
Pirates;Adventure;Well Go USA;2014
Ernest et Celestine;Adventure;Mongrel Media;2013
Despicable Me 2;Adventure;Universal;2013
En solitaire;Adventure;;2014
Ender's Game;Adventure;Lionsgate;2013
Song of the Sea;Adventure;GKIDS;2014
The Taking of Tiger Mountain;Adventure;Well Go USA;2015
Percy Jackson: Sea of Monsters;Adventure;20th Century Fox;2013
Rocks in My Pockets;Adventure;Zeitgeist;2014
The Hero of Color City;Adventure;Magnolia Pictures;2014
Yellow Day;Adventure;Idyllic Entertainment;2014
Xi you xiang mo pian;Adventure;Magnolia Pictures;2014
War of the World's Goliath;Adventure;Anderson Digital;2014
Le roi et l'oiseau;Adventure;Rialto Pictures;2014
Canopy;Adventure;Monterey Media;2014
Thunder and the House of Magic;Adventure;Shout! Factory;2014
Ragnarok;Adventure;Magnolia Pictures;2014
Star Wars Ep. VII: The Force Awakens;Adventure;Walt Disney;2015
Inside Out;Adventure;Walt Disney;2015
Minions;Adventure;Universal;2015
Home;Adventure;20th Century Fox;2015
Hotel Transylvania 2;Adventure;Sony Pictures;2015
The SpongeBob Movie: Sponge Out of Water;Adventure;studio;2015
San Andreas;Adventure;Warner Bros.;2015
The Peanuts Movie;Adventure;Walt Disney;2015
The Good Dinosaur;Adventure;Walt Disney;2015
Tomorrowland;Adventure;Walt Disney;2015
Pixels;Adventure;Sony Pictures;2015
Paddington;Adventure;Weinstein Co.;2015
Paul Blart: Mall Cop 2;Adventure;Sony Pictures;2015
Alvin and the Chipmunks: The Road Chip;Adventure;Disney;2015
Night at the Museum: Secret of the Tomb;Adventure;20th Century Fox;2014
Everest;Adventure;Universal;2015
Max;Adventure;Warner Bros.;2015
Pan;Adventure;Warner Bros.;2015
The Hobbit: The Battle of the Five Armies;Adventure;Warner Bros.;2014
A Walk in the Woods;Adventure;Broad Green Pictures;2015
In the Heart of the Sea;Adventure;Warner Bros.;2015
Project Almanac;Adventure;Warner Bros.;2015
Shaun the Sheep;Adventure;Lionsgate;2015
Seventh Son;Adventure;Universal;2015
Strange Magic;Adventure;Walt Disney;2015
Back to the Future;Adventure;Universal;1985
Big Hero 6;Adventure;Walt Disney;2014
Penguins of Madagascar;Adventure;20th Century Fox;2014
Un gallo con muchos huevos;Adventure;Lionsgate;2015
Interstellar;Adventure;Paramount Pictures;2014
Roar;Adventure;;1981
Astérix: Le domaine des dieux;Adventure;Mongrel Media;2015
The Ghouls;Adventure;Walt Disney;2015
Alexander and the Terrible, Horrible, No Good, Very Bad Day;Adventure;Walt Disney;2014
The Revenant;Adventure;20th Century Fox;2015
The Book of Life;Adventure;Clarius Entertainment;2014
Song of the Sea;Adventure;GKIDS;2014
Kahlil Gibran's The Prophet;Adventure;GKIDS;2015
Himalaya;Adventure;Walt Disney;2015
The Boxtrolls;Adventure;Focus Features;2014
Lang Tu Teng;Adventure;Sony Pictures;2015
The Young and Prodigious T.S. Spivet;Adventure;Weinstein Co.;2015
The Taking of Tiger Mountain;Adventure;Well Go USA;2015
Theeb;Adventure;Film Movement;2015
Hell & Back;Adventure;Freestyle Releasing;2015
O Menino e o Mundo;Adventure;GKIDS;2015
Trash;Adventure;Focus Features;2015
Le roi et l'oiseau;Adventure;Rialto Pictures;2014
Patch Town;Adventure;Kino Lorber;2015
