title;genre;distributor;year
Kira's Reason: A Love Story;Drama;;2003
Sandstorm;Drama;;2003
Blindness;Drama;Pathfinder;2003
The Passion of the Christ;Drama;Newmarket Films;2004
The Notebook;Drama;New Line;2004
The Terminal;Drama;Dreamworks SKG;2004
Ray;Drama;Universal;2004
Miracle;Drama;Walt Disney;2004
Friday Night Lights;Drama;Universal;2004
Big Fish;Drama;Sony Pictures;2003
Cold Mountain;Drama;Miramax;2003
You Got Served;Drama;Sony Pictures;2004
Mystic River;Drama;Warner Bros.;2003
Monster;Drama;Newmarket Films;2003
The Aviator;Drama;Miramax;2004
Closer;Drama;Sony Pictures;2004
Garden State;Drama;Fox Searchlight;2004
Finding Neverland;Drama;Miramax;2004
Sideways;Drama;Fox Searchlight;2004
Vanity Fair;Drama;Focus Features;2004
The Motorcycle Diaries;Drama;Focus Features;2004
Dirty Dancing Havana Nights;Drama;Lionsgate;2004
Mona Lisa Smile;Drama;Sony Pictures;2003
De-Lovely;Drama;MGM;2004
Lost in Translation;Drama;Focus Features;2003
Girl with a Pearl Earring;Drama;Lionsgate;2003
Raise Your Voice;Drama;New Line;2004
In America;Drama;Fox Searchlight;2003
21 Grams;Drama;Focus Features;2003
House of Sand and Fog;Drama;Dreamworks SKG;2003
Woman Thou Art Loosed;Drama;Magnolia Pictures;2004
Kinsey;Drama;Fox Searchlight;2004
Maria Full of Grace;Drama;New Line;2004
The Cooler;Drama;Lionsgate;2003
Against the Ropes;Drama;Paramount Pictures;2004
Before Sunset;Drama;Warner Independent;2004
The Clearing;Drama;Fox Searchlight;2004
Never Die Alone;Drama;Fox Searchlight;2004
Birth;Drama;New Line;2004
The Door in the Floor;Drama;Focus Features;2004
Benji: Off the Leash!;Drama;Benji Returns;2004
Being Julia;Drama;Sony Pictures;2004
Les invasions barbares;Drama;Miramax;2003
Veer-Zaara;Drama;Yash Raj Films;2004
Monsieur Ibrahim;Drama;Sony Pictures Classics;2004
Cidade de Deus;Drama;Miramax;2003
Bobby Jones: Stroke of Genius;Drama;Film Foundry;2004
Un long dimanche de fiançailles;Drama;Warner Bros.;2004
The Dreamers;Drama;Fox Searchlight;2004
Bom yeoreum gaeul gyeoul geurigo bom;Drama;Sony Pictures Classics;2004
Vera Drake;Drama;Fine Line;2004
Confidences trop intimes;Drama;Paramount Vantage;2004
We Don't Live Here Anymore;Drama;Warner Bros.;2004
The Company;Drama;Sony Pictures;2003
Beyond the Sea;Drama;Lionsgate;2004
Les Choristes;Drama;Miramax;2004
Therese;Drama;Luke Films;2004
La mala educación;Drama;Sony Pictures Classics;2004
Main Hoon Na;Drama;Eros Entertainment;2004
Io non ho paura;Drama;Miramax;2004
The Blue Butterfly;Drama;Alliance Atlantis;2004
Dogville;Drama;Lionsgate;2004
Honey;Drama;Universal;2003
Monica La Mitraille;Drama;Distributor Unknown;2004
The Work and the Glory;Drama;Excel Entertainment;2004
Saints and Soldiers;Drama;Excel Entertainment;2004
Osama;Drama;MGM;2004
Million Dollar Baby;Drama;Warner Bros.;2004
Tae Guik Gi: The Brotherhood of War;Drama;IDP Distribution;2004
The Station Agent;Drama;Miramax;2003
The Mother;Drama;Sony Pictures;2004
Swades;Drama;UTV Communications;2004
Le Dernier Tunnel;Drama;Christal Films;2004
A Home at the End of the World;Drama;Warner Independent;2004
The Gospel of John;Drama;ThinkFilm;2003
Criminal;Drama;Warner Bros.;2004
Nouvelle-France;Drama;Christal Films;2004
Latter Days;Drama;TLA Releasing;2004
La Battaglia di Algeri;Drama;;1967
Stage Beauty;Drama;Artisan;2004
Young Adam;Drama;Sony Pictures Classics;2004
Donnie Darko;Drama;Newmarket Films;2001
Rosenstrasse;Drama;IDP Distribution;2004
The Saddest Music in the World;Drama;IFC Films;2004
Red Lights;Drama;WellSpring;2004
Japanese Story;Drama;IDP Distribution;2003
Mean Creek;Drama;Paramount Vantage;2004
Khakee;Drama;Eros Entertainment;2004
Facing Windows;Drama;Sony Pictures;2004
The Book of Mormon Movie, Volume 1: The Journey;Drama;Distributor Unknown;2003
Radio;Drama;Sony Pictures;2003
The Twilight Samurai;Drama;Empire Pictures;2004
The Return;Drama;Kino International;2004
Alexandra's Project;Drama;Film Movement;2003
Strayed;Drama;WellSpring;2004
Hotel Rwanda;Drama;MGM;2004
Primer;Drama;ThinkFilm;2004
Knafayim Shvurot;Drama;Sony Pictures Classics;2004
Head in the Clouds;Drama;Sony Pictures;2004
The Brown Bunny;Drama;WellSpring;2004
Since Otar Left;Drama;Zeitgeist;2004
The United States of Leland;Drama;Paramount Vantage;2004
Yuva;Drama;Net Effect;2004
Callas Forever;Drama;Regent Releasing;2004
Zelary;Drama;Sony Pictures Classics;2004
Mickey;Drama;Slugger Films;2004
I Am David;Drama;Lionsgate;2004
Valentin;Drama;Miramax;2004
The Reckoning;Drama;Paramount Vantage;2004
Asa Nu Maan Watna Da;Drama;Distributor Unknown;2004
Carandiru;Drama;Sony Pictures;2004
The Woodsman;Drama;Newmarket Films;2004
Around the Bend;Drama;Warner Independent;2004
Guiana 1838;Drama;RBC Radio;2004
Testosterone;Drama;Strand;2004
P.S.;Drama;Newmarket Films;2004
Stateside;Drama;IDP Distribution;2004
China: The Panda Adventure;Drama;IMAX Films;2001
When Will I Be Loved;Drama;IFC Films;2004
Crimson Gold;Drama;WellSpring;2004
Mar adentro;Drama;Fine Line;2004
Zhou Yu's Train;Drama;Sony Pictures Classics;2004
Undertow;Drama;MGM;2004
Moolaadé;Drama;New Yorker;2004
Postmen in the Mountains;Drama;Shadow;2004
The Merchant of Venice;Drama;Sony Pictures Classics;2004
Shattered Glass;Drama;Lionsgate;2003
A Slipping Down Life;Drama;Lionsgate;2004
Distant;Drama;New Yorker;2004
Secret Things;Drama;First Run Features;2004
Un monde presque paisible;Drama;Empire Pictures;2004
Phir Milenge;Drama;UTV Communications;2004
Mou gaan dou;Drama;Miramax;2004
Dev;Drama;Distributor Unknown;2004
Yossi & Jagger;Drama;;2003
Reconstruction;Drama;Palm/Manga;2004
Ah Fei Ching Chuen;Drama;Kino International;2004
Notre Musique;Drama;WellSpring;2004
The Inheritance;Drama;Cinema Guild;2004
James' Journey to Jerusalem;Drama;Zeitgeist;2004
The Mudge Boy;Drama;Strand;2004
Time of the Wolf;Drama;Palm Pictures;2004
Noi Albinoi;Drama;Palm Pictures;2004
Her Majesty;Drama;Panorama Entertainment;2004
I Vitelloni;Drama;Kino International;2003
The Assassination of Richard Nixon;Drama;ThinkFilm;2004
Twentynine Palms;Drama;WellSpring;2004
Gozu;Drama;Pathfinder;2004
The Tracker;Drama;ArtMattan Films;2004
L.A. Twister;Drama;Indican Pictures;2004
Twist;Drama;Strand;2004
Alila;Drama;Kino International;2004
A Thousand Clouds of Peace;Drama;Strand;2004
Brother to Brother;Drama;Wolfe Releasing;2004
Untold Scandal;Drama;Kino International;2004
Lana's Rain;Drama;ISA Releasing;2004
You'll Get Over It;Drama;Picture This Entertainment;2004
Springtime in a Small Town;Drama;Palm Pictures;2004
A Love Song for Bobby Long;Drama;Lionsgate;2004
Poco più di un anno fa;Drama;Wolfe Releasing;2004
Grand Champion;Drama;IFG;2004
Hukkle;Drama;Shadow;2003
La vie promise;Drama;Empire Pictures;2004
Après la vie;Drama;Magnolia Pictures;2004
What Alice Found;Drama;Castle Hill Productions;2003
Father and Son;Drama;WellSpring;2004
Dirty Pretty Things;Drama;Miramax;2003
After Freedom;Drama;Vitagraph Films;2004
Anatomie de l'enfer;Drama;Tartan Films;2004
Mang jing;Drama;Kino International;2004
L.O.C. (Kargil);Drama;Eros Entertainment;2003
L'âge d'or;Drama;Kino International;2004
Gypsy 83;Drama;Small Planet;2004
Emerald Cowboy;Drama;Indican Pictures;2003
AKA;Drama;Empire Pictures;2003
Goodbye Dragon Inn;Drama;WellSpring;2004
A Fond Kiss;Drama;Castle Hill Productions;2004
Bang Rajan;Drama;Magnolia Pictures;2004
Incantato;Drama;Northern Arts Entertainment;2004
Apollo 13;Drama;Universal;1995
Son Frere;Drama;Strand;2004
La petite Lili;Drama;First Run Features;2004
The Human Stain;Drama;Miramax;2003
Kal Ho Naa Ho;Drama;Yash Raj Films;2003
Stander;Drama;;2004
Face;Drama;Indican Pictures;2004
Purple Butterfly;Drama;Palm Pictures;2004
It's Easier for a Camel;Drama;New Yorker;2004
Small Voices;Drama;;2003
Crutch;Drama;Illuminare;2004
The 24th Day;Drama;Screen Media Films;2004
Taking Sides;Drama;New Yorker;2003
Raja;Drama;;2004
Big Ain't Bad;Drama;;2004
Deserted Station;Drama;First Run Features;2004
Intoxicating;Drama;;2004
A Talking Picture;Drama;Kino International;2004
Spin;Drama;Innovation Film Group;2004
Virgin;Drama;Artistic License;2004
Mind the Gap;Drama;Mind the Gap;2004
A Silent Love;Drama;Atopia;2004
Imagining Argentina;Drama;Arenas Entertainment;2004
The Holy Land;Drama;CAVU Releasing;2003
The Intended;Drama;IFC Films;2004
Carnage;Drama;WellSpring;2003
Millenium Mambo;Drama;;2003
The Last Place on Earth;Drama;Panorama Entertainment;2004
Wake;Drama;Newmarket Films;2004
It's All About Love;Drama;Strand;2004
Akarui mirai;Drama;Palm Pictures;2004
Imaginary Heroes;Drama;Sony Pictures Classics;2004
The Son;Drama;New Yorker;2003
Free Radicals;Drama;Kino International;2004
Porn Theater;Drama;;2003
Dolls;Drama;Palm Pictures;2004
11'09''01 - September 11;Drama;Empire Pictures;2003
Open My Heart;Drama;Strand;2004
Duze zwierze;Drama;;2004
Silent Waters;Drama;First Run Features;2004
Ein Leben lang kurze Hosen tragen;Drama;Strand;2004
Conspiracy of Silence;Drama;Watch Releasing;2004
The Other World;Drama;ArtMattan Films;2004
Firedancer;Drama;Cinema Four;2004
Abouna;Drama;Leisure Time Features;2004
Artworks;Drama;Panorama Entertainment;2004
On the Downlow;Drama;Cinema Con Sabor;2004
Shwaas;Drama;Kathi Arts;2004
The Mongol King;Drama;;2004
The Road to Love;Drama;Arab Film Distribution;2004
Cremaster 3;Drama;Palm Pictures;2003
Tasuma;Drama;ArtMattan Films;2004
Million Dollar Baby;Drama;Warner Bros.;2004
Walk the Line;Drama;20th Century Fox;2005
The Aviator;Drama;Miramax;2004
Coach Carter;Drama;Paramount Pictures;2005
Jarhead;Drama;Universal;2005
Cinderella Man;Drama;Universal;2005
Crash;Drama;Lionsgate;2005
Diary of a Mad Black Woman;Drama;Lionsgate;2005
Sideways;Drama;Fox Searchlight;2004
The Sisterhood of the Traveling Pants;Drama;Warner Bros.;2005
Pride & Prejudice;Drama;Focus Features;2005
Dreamer: Inspired by a True Story;Drama;Dreamworks SKG;2005
In Her Shoes;Drama;20th Century Fox;2005
Get Rich or Die Tryin';Drama;Paramount Pictures;2005
Memoirs of a Geisha;Drama;Sony Pictures;2005
Finding Neverland;Drama;Miramax;2004
Elizabethtown;Drama;Paramount Pictures;2005
Lord of War;Drama;Lionsgate;2005
Good Night, and Good Luck;Drama;Warner Independent;2005
Hotel Rwanda;Drama;MGM;2004
2 For the Money;Drama;Universal;2005
Hustle & Flow;Drama;Paramount Vantage;2005
The Upside of Anger;Drama;New Line;2005
North Country;Drama;Warner Bros.;2005
The Gospel;Drama;Sony Pictures;2005
The Greatest Game Ever Played;Drama;Walt Disney;2005
Brokeback Mountain;Drama;Focus Features;2005
The Weather Man;Drama;Paramount Pictures;2005
Capote;Drama;Sony Pictures Classics;2005
Lords of Dogtown;Drama;Sony Pictures;2005
Shopgirl;Drama;Walt Disney;2005
An Unfinished Life;Drama;Miramax;2005
Proof;Drama;Miramax;2005
Ladies in Lavender;Drama;IDP/Goldwyn/Roadside;2005
Closer;Drama;Sony Pictures;2004
Der Untergang;Drama;Newmarket Films;2005
The Squid and the Whale;Drama;IDP/Goldwyn/Roadside;2005
Beyond the Sea;Drama;Lionsgate;2004
Being Julia;Drama;Sony Pictures;2004
Ray;Drama;Universal;2004
The Merchant of Venice;Drama;Sony Pictures Classics;2004
Un long dimanche de fiançailles;Drama;Warner Bros.;2004
Kinsey;Drama;Fox Searchlight;2004
La mala educación;Drama;Sony Pictures Classics;2004
G;Drama;Aloha Releasing;2005
Walk on Water;Drama;Samuel Goldwyn Films;2005
Junebug;Drama;Sony Pictures Classics;2005
The Work and the Glory;Drama;Excel Entertainment;2004
Oliver Twist;Drama;Sony/TriStar;2005
Mar adentro;Drama;Fine Line;2004
The Work and the Glory: American Zion;Drama;Vineyard Distribution;2005
Les Choristes;Drama;Miramax;2004
Comme une image;Drama;Sony Pictures Classics;2005
Everything is Illuminated;Drama;Warner Independent;2005
Vera Drake;Drama;Fine Line;2004
2046;Drama;Sony Pictures Classics;2005
Paheli (Puzzle);Drama;Eros Entertainment;2005
The Woodsman;Drama;Newmarket Films;2004
Ushpizin;Drama;Picturehouse;2005
Dear Frankie;Drama;Miramax;2005
Happy Endings;Drama;Lionsgate;2005
Off the Map;Drama;Holedigger Studios;2005
Indigo;Drama;Embassy;2005
Heights;Drama;Sony Pictures Classics;2005
Bee Season;Drama;Fox Searchlight;2005
Paradise Now;Drama;Warner Independent;2005
The Motorcycle Diaries;Drama;Focus Features;2004
De battre mon coeur s'est arrêté;Drama;WellSpring;2005
My Summer of Love;Drama;Focus Features;2005
The Rising;Drama;Yash Raj Films;2005
Separate Lies;Drama;Fox Searchlight;2005
Casanova;Drama;Walt Disney;2005
Where the Truth Lies;Drama;ThinkFilm;2005
MirrorMask;Drama;Samuel Goldwyn Films;2005
Therese;Drama;Luke Films;2004
Innocent Voices;Drama;BB Entertainment;2005
WAQT;Drama;Eros Entertainment;2005
Parineeta;Drama;UTV Communications;2005
Black;Drama;Yash Raj Films;2005
Mysterious Skin;Drama;Tartan Films;2005
The Ballad of Jack and Rose;Drama;IFC Films;2005
Nobody Knows;Drama;IFC Films;2005
Balzac et la petite tailleuse chinoise;Drama;Empire Pictures;2005
The Assassination of Richard Nixon;Drama;ThinkFilm;2004
Saraband;Drama;Sony Pictures Classics;2005
The Prize Winner of Defiance, Ohio;Drama;Dreamworks SKG;2005
Palindromes;Drama;WellSpring;2005
Kids in America;Drama;Slowhand Cinema;2005
Madison;Drama;MGM;2005
Professione: reporter;Drama;Sony Pictures Classics;1975
The Passion of the Christ;Drama;Newmarket Films;2004
Travellers and Magicians;Drama;Zeitgeist;2005
Bewafaa;Drama;Eros Entertainment;2005
Last Days;Drama;Picturehouse;2005
The Beautiful Country;Drama;Sony Pictures Classics;2005
Gegen die Wand;Drama;Strand;2005
Yes;Drama;Sony Pictures Classics;2005
House of D;Drama;Lionsgate;2005
Brødre;Drama;IFC Films;2005
The Game of Their Lives;Drama;IFC Films;2005
Breakfast on Pluto;Drama;Sony Pictures Classics;2005
Nine Lives;Drama;Magnolia Pictures;2005
Green Street Hooligans;Drama;Freestyle Releasing;2005
Kaal;Drama;Yash Raj Films;2005
The Dying Gaul;Drama;Holedigger Studios;2005
Viruddh;Drama;UTV Communications;2005
Winter Solstice;Drama;Paramount Vantage;2005
The Holy Girl;Drama;Fine Line;2005
Cronicas;Drama;Palm Pictures;2005
Caterina va in città;Drama;Empire Pictures;2005
Rois & Reine (Kings and Queens);Drama;WellSpring;2005
La meglio gioventù;Drama;Miramax;2005
Ascenseur pour l'échafaud;Drama;Rialto Pictures;1961
Turtles Can Fly;Drama;IFC Films;2005
Ils se marièrent et eurent beaucoup d'enfants (Happily Ever After);Drama;Kino International;2005
A Tout de Suite;Drama;Cinema Guild;2005
Birth;Drama;New Line;2004
Bin-jip;Drama;Sony Pictures Classics;2005
Imaginary Heroes;Drama;Sony Pictures Classics;2004
Modigliani;Drama;Bauer Martinez;2005
The Keeper: The Legend of Omar Khayyam;Drama;Arrival Pictures;2005
Caché;Drama;Sony Pictures Classics;2005
Masculin féminin;Drama;Rialto Pictures;1966
November;Drama;Sony Pictures Classics;2005
Eros;Drama;Warner Independent;2005
The White Countess;Drama;Sony Pictures Classics;2005
The Baxter;Drama;IFC Films;2005
The Edukators;Drama;IFC Films;2005
Saints and Soldiers;Drama;Excel Entertainment;2004
In My Country;Drama;Sony Pictures Classics;2005
Swades;Drama;UTV Communications;2004
Mughal-e-Azam;Drama;UTV Communications;2005
Kisna;Drama;Eros Entertainment;2005
Beautiful Boxer;Drama;Regent Releasing;2005
Tony Takitani;Drama;Strand;2005
Dil Jo Bhi Kahey...;Drama;Eros Entertainment;2005
Lila dit ça;Drama;Samuel Goldwyn Films;2005
It's All Gone Pete Tong;Drama;Matson;2005
A Love Song for Bobby Long;Drama;Lionsgate;2004
Callas Forever;Drama;Regent Releasing;2004
Moolaadé;Drama;New Yorker;2004
Don't Move;Drama;Northern Arts Entertainment;2005
Intimate Stories;Drama;New Yorker;2005
Neal n' Nikki;Drama;Yash Raj Films;2005
Pure;Drama;Indican Pictures;2005
Face;Drama;Indican Pictures;2004
First Morning;Drama;Illuminare;2005
Postmen in the Mountains;Drama;Shadow;2004
Brooklyn Lobster;Drama;Meadowbrook;2005
Loggerheads;Drama;Strand;2005
Chrystal;Drama;First Look;2005
Forty Shades of Blue;Drama;Vitagraph Films;2005
The War Within;Drama;Magnolia Pictures;2005
The Ninth Day;Drama;Kino International;2005
Come Away Home;Drama;Freestyle Releasing;2005
Mrs. Palfrey at the Claremont;Drama;Jour de Fete;2005
Ah Fei Ching Chuen;Drama;Kino International;2004
Before the Fall;Drama;Picture This Entertainment;2005
Ma mère;Drama;TLA Releasing;2005
Notre Musique;Drama;WellSpring;2004
Veer-Zaara;Drama;Yash Raj Films;2004
The World;Drama;Zeitgeist;2005
Finding Home;Drama;Castle Hill Productions;2005
Deserted Station;Drama;First Run Features;2004
Schizo;Drama;Picture This Entertainment;2005
Juarez: Stages of Fear;Drama;;2005
Tahara;Drama;Indican Pictures;2005
The Bridge of San Luis Rey;Drama;Fine Line;2005
9 Songs;Drama;Tartan Films;2005
The Chumscrubber;Drama;Picturehouse;2005
Assisted Living;Drama;Economic Projections;2005
Swimming Upstream;Drama;MGM;2005
Tropical Malady;Drama;Strand;2005
The Tunnel;Drama;Avatar;2005
Raging Bull;Drama;United Artists;1980
Apaharan;Drama;Kria;2005
Shôjo;Drama;Indican Pictures;2005
Edvard Munch;Drama;Shadow;2005
My Mother's Smile;Drama;New Yorker;2005
On the Outs;Drama;Fader Films;2005
Red Lights;Drama;WellSpring;2004
Monsieur N.;Drama;Empire Pictures;2005
Guiana 1838;Drama;RBC Radio;2004
Brother to Brother;Drama;Wolfe Releasing;2004
Smile;Drama;Dark Forest Releasing;2005
Medurat Hashevet;Drama;Film Movement;2005
Going Shopping;Drama;Rainbow Releasing;2005
Los tres entierros de Melquiades Estrada;Drama;Sony Pictures Classics;2005
Keane;Drama;Magnolia Pictures;2005
Or (My Treasure);Drama;Kino International;2005
Eternal;Drama;Regent Releasing;2005
Garden State;Drama;Fox Searchlight;2004
The Libertine;Drama;Weinstein Co.;2005
Machuca;Drama;Menemsha Entertainment;2005
The Man Who Copied;Drama;TLA Releasing;2005
Rory O'Shea Was Here;Drama;Focus Features;2005
Down to the Bone;Drama;Laemmle/Zeller Film;2005
Le Clan;Drama;TLA Releasing;2005
Slutty Summer;Drama;Embrem Entertainment;2005
Dallas 362;Drama;ThinkFilm;2005
Trilogia I: To Livadi pou dakryzei;Drama;New Yorker;2005
Dear Wendy;Drama;WellSpring;2005
Untold Scandal;Drama;Kino International;2004
Mr. Ya Miss;Drama;Kria;2005
Milwaukee, Minnesota;Drama;Tartan Films;2005
The Great Water;Drama;Picture This Entertainment;2005
Un monde presque paisible;Drama;Empire Pictures;2004
Wild Side;Drama;WellSpring;2005
At Last;Drama;Panorama Entertainment;2005
Harry and Max;Drama;TLA Releasing;2005
Bomb the System;Drama;Palm Pictures;2005
Oyster Farmer;Drama;Cinema Guild;2005
La petite Lili;Drama;First Run Features;2004
The Intruder;Drama;WellSpring;2005
La femme de Gilles;Drama;Cinema Guild;2005
Fighting Tommy Riley;Drama;Freestyle Releasing;2005
Ethan Mao;Drama;Margin Films;2005
Private;Drama;Typecast Releasing;2005
A Talking Picture;Drama;Kino International;2004
Primo Amore;Drama;Strand;2005
Milk & Honey;Drama;WellSpring;2005
Living Life;Drama;FilmMates Partners;2005
Testosterone;Drama;Strand;2004
Apollo 13;Drama;Universal;1995
La face cachée de la lune;Drama;TLA Releasing;2003
Games of Love and Chance;Drama;New Yorker;2005
Sixteen Years of Alcohol;Drama;Tartan Films;2005
Goodbye Dragon Inn;Drama;WellSpring;2004
Buongiorno, notte;Drama;WellSpring;2005
Magdalena, The Unholy Saint;Drama;Unico Entertainment;2005
Daybreak;Drama;Newmarket Films;2005
Solitude;Drama;Indican Pictures;2005
A Silent Love;Drama;Atopia;2004
A Fond Kiss;Drama;Castle Hill Productions;2004
Emile;Drama;Castle Hill Productions;2005
Rosenstrasse;Drama;IDP Distribution;2004
Silent Waters;Drama;First Run Features;2004
Perlasca;Drama;Castle Hill Productions;2005
Sueño;Drama;Sony Pictures;2005
The Californians;Drama;Fabrication Films;2005
The Inheritance;Drama;Cinema Guild;2004
L.A. Twister;Drama;Indican Pictures;2004
The Painting;Drama;Castle Hill Productions;2005
Unveiled;Drama;Wolfe Releasing;2005
15;Drama;Picture This Entertainment;2005
Three Days of Rain;Drama;Rogue Arts;2005
Happy Here and Now;Drama;IFC Films;2005
The Rider Named Death;Drama;Kino International;2005
Nowhere Man;Drama;First Run Features;2005
The Overture;Drama;Kino International;2005
Steal Me;Drama;Cineville;2005
The Tracker;Drama;ArtMattan Films;2004
Twin Sisters;Drama;Miramax;2005
Das boot ist voll;Drama;Castle Hill Productions;1981
She's One of Us;Drama;Leisure Time Features;2005
Distant;Drama;New Yorker;2004
Anatomie de l'enfer;Drama;Tartan Films;2004
The Brown Bunny;Drama;WellSpring;2004
The Departed;Drama;Warner Bros.;2006
The Pursuit of Happyness;Drama;Sony Pictures;2006
World Trade Center;Drama;Paramount Pictures;2006
Brokeback Mountain;Drama;Focus Features;2005
Step Up;Drama;Walt Disney;2006
Invincible;Drama;Walt Disney;2006
Charlotte's Web;Drama;Paramount Pictures;2006
The Lake House;Drama;Warner Bros.;2006
Rocky Balboa;Drama;MGM;2006
Glory Road;Drama;Walt Disney;2006
The Illusionist;Drama;Yari Film Group Releasing;2006
Gridiron Gang;Drama;Sony Pictures;2006
The Nativity Story;Drama;New Line;2006
The Good Shepherd;Drama;Universal;2006
Take the Lead;Drama;New Line;2006
Flags of Our Fathers;Drama;Paramount Pictures;2006
United 93;Drama;Universal;2006
Memoirs of a Geisha;Drama;Sony Pictures;2005
The Queen;Drama;Miramax;2006
Walk the Line;Drama;20th Century Fox;2005
We Are Marshall;Drama;Warner Bros.;2006
Huo Yuan Jia;Drama;Focus/Rogue Pictures;2006
Waist Deep;Drama;Focus/Rogue Pictures;2006
Flicka;Drama;20th Century Fox;2006
Babel;Drama;Paramount Vantage;2006
Akeelah and the Bee;Drama;Lionsgate;2006
Annapolis;Drama;Walt Disney;2006
Capote;Drama;Sony Pictures Classics;2005
Marie Antoinette;Drama;Sony Pictures;2006
Tristan & Isolde;Drama;20th Century Fox;2006
Hollywoodland;Drama;Focus Features;2006
One Night with the King;Drama;Rocky Mountain Pictures;2006
Flyboys;Drama;MGM;2006
Freedomland;Drama;Sony Pictures;2006
End of the Spear;Drama;M Power Releasing;2006
Bobby;Drama;MGM;2006
Casanova;Drama;Walt Disney;2005
Facing the Giants;Drama;IDP/Goldwyn/Roadside;2006
The Fountain;Drama;Warner Bros.;2006
Transamerica;Drama;Weinstein Co.;2006
Good Night, and Good Luck;Drama;Warner Independent;2005
A Good Year;Drama;20th Century Fox;2006
All the King's Men;Drama;Sony Pictures;2006
Crossover;Drama;Sony Pictures;2006
Water;Drama;Fox Searchlight;2006
The World's Fastest Indian;Drama;Magnolia Pictures;2005
Los tres entierros de Melquiades Estrada;Drama;Sony Pictures Classics;2005
The Libertine;Drama;Weinstein Co.;2005
Pride & Prejudice;Drama;Focus Features;2005
Goal! The Dream Begins;Drama;Walt Disney;2006
The Last King of Scotland;Drama;Fox Searchlight;2006
Caché;Drama;Sony Pictures Classics;2005
Harsh Times;Drama;MGM;2006
Kabhi Alvida Naa Kehna;Drama;Yash Raj Films;2006
Tsotsi;Drama;Miramax;2006
La mujer de mi hermano;Drama;Lionsgate;2006
Half Nelson;Drama;ThinkFilm;2006
The Lost City;Drama;Magnolia Pictures;2006
Little Children;Drama;New Line;2006
The Squid and the Whale;Drama;IDP/Goldwyn/Roadside;2005
Rang De Basanti;Drama;UTV Communications;2006
Fanaa;Drama;Yash Raj Films;2006
Brick;Drama;Focus/Rogue Pictures;2006
The Proposition;Drama;First Look;2006
Quinceanera;Drama;Sony Pictures Classics;2006
Mrs. Palfrey at the Claremont;Drama;Jour de Fete;2005
The Proposition;Drama;Polygram;1998
The White Countess;Drama;Sony Pictures Classics;2005
The Notorious Bettie Page;Drama;Picturehouse;2006
Omkara;Drama;Eros Entertainment;2006
Find Me Guilty;Drama;Freestyle Releasing;2006
Infamous;Drama;Warner Independent;2006
Peaceful Warrior;Drama;Universal;2006
Joyeux Noël;Drama;Sony Pictures Classics;2006
Fast Food Nation;Drama;Fox Searchlight;2006
Sweet Land;Drama;Libero, LLC;2006
Vers le sud;Drama;Railroad Square;2006
Guadalupe;Drama;Slowhand Cinema;2006
Factotum;Drama;IFC Films;2006
Ask the Dust;Drama;Paramount Pictures;2006
Sophie Scholl - Die letzten Tage;Drama;Zeitgeist;2006
The Work and the Glory III: A House Divided;Drama;Excel Entertainment;2006
L'armée des ombres;Drama;Rialto Pictures;2006
L'Enfant;Drama;Sony Pictures Classics;2006
Notes on a Scandal;Drama;Fox Searchlight;2006
Changing Times;Drama;Koch Lorber Films;2006
Casa de Areia;Drama;Sony Pictures Classics;2006
Death of a President;Drama;Newmarket Films;2006
A Guide to Recognizing Your Saints;Drama;First Look;2006
The Painted Veil;Drama;Warner Independent;2006
Umrao Jaan;Drama;AdLab Films;2006
The Good German;Drama;Warner Bros.;2006
Breakfast on Pluto;Drama;Sony Pictures Classics;2005
Don't Come Knocking;Drama;Sony Pictures Classics;2006
The Second Chance;Drama;Sony Pictures;2006
Conversations with God;Drama;IDP/Goldwyn/Roadside;2006
Paradise Now;Drama;Warner Independent;2005
The Quiet;Drama;Sony Pictures Classics;2006
Shadowboxer;Drama;Freestyle Releasing;2006
Copying Beethoven;Drama;MGM;2006
Gabrielle;Drama;IFC Films;2006
The Road to Guantanamo;Drama;IDP/Goldwyn/Roadside;2006
Russian Dolls;Drama;IFC First Take;2006
Letters from Iwo Jima;Drama;Warner Bros.;2006
Sukob;Drama;ABS-CBN;2006
Taxi No. 9 2 11: Nau Do Gyarah;Drama;UTV Communications;2006
The Aryan Couple;Drama;Fame, Inc.;2005
The King;Drama;ThinkFilm;2006
Broken Bridges;Drama;Paramount Vantage;2006
Humko Deewana Kar Gaye;Drama;UTV Communications;2006
Qian li zou dan qi;Drama;Sony Pictures Classics;2006
Drawing Restraint 9;Drama;IFC Films;2006
Unidentified;Drama;Five & Two Pictures;2006
FUR: An Imaginary Portrait of Diane Arbus;Drama;Picturehouse;2006
A Good Woman;Drama;Lionsgate;2006
Shopgirl;Drama;Walt Disney;2005
Sherrybaby;Drama;IFC Films;2006
Fateless;Drama;ThinkFilm;2006
Jarhead;Drama;Universal;2005
On a Clear Day;Drama;Focus/Rogue Pictures;2006
Get Rich or Die Tryin';Drama;Paramount Pictures;2005
Inland Empire;Drama;518 Media;2006
Old Joy;Drama;Kino International;2006
Zui Hao De Shi Guang;Drama;IFC First Take;2006
The Great New Wonderful;Drama;First Independent Pictures;2006
Off the Black;Drama;ThinkFilm;2006
Bubble;Drama;Magnolia Pictures;2006
Kekexili;Drama;IDP/Goldwyn/Roadside;2006
Haven;Drama;Yari Film Group Releasing;2006
