title;genre;distributor;year
Flashbacks of a Fool;Drama;Anchor Bay Entertainment;2008
Oublier Cheyenne;Drama;Regent Releasing;2007
Disfigured;Drama;Cinema Libre;2008
White Rainbow;Drama;Rocky Mountain Pictures;2006
Rome & Jewel;Drama;Emerging Pictures;2008
Arranged;Drama;Film Movement;2007
Beautiful Boxer;Drama;Regent Releasing;2005
The Rise and Fall of Miss Thang;Drama;Lavender House Films;2008
The Twilight Saga: New Moon;Drama;Summit Entertainment;2009
The Blind Side;Drama;Warner Bros.;2009
Gran Torino;Drama;Warner Bros.;2008
Disney's A Christmas Carol;Drama;Walt Disney;2009
Slumdog Millionaire;Drama;Fox Searchlight;2008
Public Enemies;Drama;Universal;2009
Hannah Montana: The Movie;Drama;Walt Disney;2009
The Time Traveler's Wife;Drama;Warner Bros.;2009
My Sister's Keeper;Drama;Warner Bros.;2009
The Curious Case of Benjamin Button;Drama;Paramount Pictures;2008
Up in the Air;Drama;Paramount Pictures;2009
Precious (Based on the Novel Push by Sapphire);Drama;Lionsgate;2009
Orphan;Drama;Warner Bros.;2009
Notorious;Drama;Fox Searchlight;2009
The Soloist;Drama;Paramount Pictures;2009
The Reader;Drama;Weinstein Co.;2008
Invictus;Drama;Warner Bros.;2009
Defiance;Drama;Paramount Vantage;2009
Brothers;Drama;Lionsgate;2009
The Wrestler;Drama;Fox Searchlight;2008
Love Happens;Drama;Universal;2009
Revolutionary Road;Drama;Paramount Vantage;2008
Twilight;Drama;Summit Entertainment;2008
Doubt;Drama;Miramax;2008
Milk;Drama;Focus Features;2008
Last Chance Harvey;Drama;Overture Films;2008
Amelia;Drama;Fox Searchlight;2009
The Hurt Locker;Drama;Summit Entertainment;2009
Frost/Nixon;Drama;Universal;2008
Not Easily Broken;Drama;Sony Pictures;2009
Seven Pounds;Drama;Sony Pictures;2008
Everybody's Fine;Drama;Miramax;2009
An Education;Drama;Sony Pictures Classics;2009
The Road;Drama;Weinstein Co.;2009
Coco avant Chanel;Drama;Sony Pictures Classics;2009
Crossing Over;Drama;Weinstein Co.;2009
Bright Star;Drama;Apparition;2009
Entre les murs;Drama;Sony Pictures Classics;2009
Two Lovers;Drama;Magnolia Pictures;2009
Australia;Drama;20th Century Fox;2008
Chéri;Drama;Miramax;2009
Rachel Getting Married;Drama;Sony Pictures Classics;2008
The Young Victoria;Drama;Apparition;2009
Adam;Drama;Fox Searchlight;2009
Is Anybody There?;Drama;Stony Island Entertainment;2009
A Single Man;Drama;Weinstein Co.;2009
L'heure d'été;Drama;IFC Films;2009
New York, I Love You;Drama;Vivendi Entertainment;2009
Che, Part 1: The Argentine;Drama;IFC Films;2008
Gomorra;Drama;IFC Films;2009
Babine;Drama;;2008
Dédé, à travers les brumes;Drama;TVA Films;2009
Okuribito;Drama;Regent Releasing;2009
Bad Lieutenant: Port of Call New Orleans;Drama;First Look;2009
Polytechnique;Drama;;2009
The Secrets of Jonathan Sperry;Drama;Five & Two Pictures;2009
Sugar;Drama;Sony Pictures Classics;2009
Me and Orson Welles;Drama;Freestyle Releasing;2009
Cold Souls;Drama;Samuel Goldwyn Films;2009
Goodbye Solo;Drama;Roadside Attractions;2009
Seraphine;Drama;Music Box Films;2009
Il y a longtemps que je t'aime;Drama;;2008
The Boys are Back;Drama;Miramax;2009
Wendy and Lucy;Drama;Oscilloscope Pictures;2008
The Great Buck Howard;Drama;Magnolia Pictures;2009
Crazy Heart;Drama;Fox Searchlight;2009
The Stoning of Soraya M.;Drama;Roadside Attractions;2009
The Messenger;Drama;Oscilloscope Pictures;2009
American Violet;Drama;Samuel Goldwyn Films;2009
From Mexico with Love;Drama;Roadside Attractions;2009
Tetro;Drama;American Zoetrope;2009
La Nana;Drama;Elephant Eye Films;2009
Little Ashes;Drama;Regent Releasing;2009
The Damned United;Drama;Sony Pictures Classics;2009
Lymelife;Drama;Screen Media Films;2009
Antichrist;Drama;IFC Films;2009
The Lovely Bones;Drama;Paramount Pictures;2009
Synecdoche, New York;Drama;Sony Pictures Classics;2008
Tokyo!;Drama;;2009
The Merry Gentleman;Drama;;2009
Le silence de Lorna;Drama;Sony Pictures Classics;2009
London Dreams;Drama;Studio 18;2009
Adoration;Drama;Sony Pictures Classics;2009
Anonyma - Eine Frau in Berlin;Drama;Strand;2009
Tokyo Sonata;Drama;Regent Releasing;2009
Tera Mera Ki Rishta;Drama;Eros Entertainment;2009
The Private Lives of Pippa Lee;Drama;Screen Media Films;2009
The Secret Life of Bees;Drama;Fox Searchlight;2008
Il Divo;Drama;Music Box Films;2009
Frozen River;Drama;Sony Pictures Classics;2008
The Burning Plain;Drama;Magnolia Pictures;2009
Fireproof;Drama;Samuel Goldwyn Films;2008
The Boy in the Striped Pyjamas;Drama;Miramax;2008
Shrink;Drama;Roadside Attractions;2009
Still Walking;Drama;IFC Films;2009
Hunger;Drama;IFC Films;2008
The Other Man;Drama;Image Entertainment;2009
35 Rhums;Drama;Cinema Guild;2009
Fados;Drama;Zeitgeist;2009
War Eagle, Arkansas;Drama;Empire Pictures;2009
Katyn;Drama;Lorber Films;2009
Avaze gonjeshk ha;Drama;Regent Releasing;2009
Rolling;Drama;Indican Pictures;2009
Medicine for Melancholy;Drama;IFC Films;2009
Irene in Time;Drama;Rainbow Releasing;2009
Bronson;Drama;Magnolia Pictures;2009
Hanami;Drama;Strand;2009
La mujer sin cabeza;Drama;Strand;2009
Made in U.S.A.;Drama;Rialto Pictures;2009
The Little Traitor;Drama;Westchester Films;2009
Das Weisse Band: Eine deutsche Kindergeschichte;Drama;Sony Pictures Classics;2009
The Mysteries of Pittsburgh;Drama;Peace Arch Releasing;2009
Phoebe in Wonderland;Drama;ThinkFilm;2009
Disgrace;Drama;Paladin;2009
Rashomon;Drama;Janus Films;1951
Un conte de Noël;Drama;IFC Films;2008
Sodot Ha;Drama;Monterey Media;2008
Serbis;Drama;Regent Releasing;2009
Plus tard;Drama;Kino International;2008
Stellet licht;Drama;Pallisades Tartan;2009
Jerichow;Drama;Cinema Guild;2009
Human Condition Trilogy;Drama;Janus Films;2008
$9.99;Drama;Regent Releasing;2009
Trucker;Drama;Monterey Media;2009
Broken Hill;Drama;Audience Alliance;2009
Venkovsky ucitel;Drama;Film Movement;2009
Polițist, Adjectiv;Drama;;2009
Nights in Rodanthe;Drama;Warner Bros.;2008
That Evening Sun;Drama;Freestyle Releasing;2009
Owl and the Sparrow;Drama;Wave Releasing;2009
Kaerlighed Pa Film;Drama;Koch Lorber Films;2009
Solntse;Drama;Lorber Films;2009
Un secret;Drama;Strand;2008
One Day You'll Understand;Drama;City Lights Pictures;2008
How About You;Drama;Strand;2008
Mutluluk;Drama;First Run Features;2009
Uncertainty;Drama;IFC Films;2009
L'Enfant sauvage;Drama;The Film Desk;1970
Rab Ne Bana Di Jodi;Drama;Yash Raj Films;2008
Tony Manero;Drama;Lorber Films;2009
The Edge of Love;Drama;Image Entertainment;2009
The Loss of a Teardrop Diamond;Drama;Paladin;2009
Mancora;Drama;Maya Releasing;2009
Lola Montès;Drama;Rialto Pictures;2008
Ladri di biciclette;Drama;;1949
Call of the Wild 3D;Drama;Vivendi Entertainment;2009
An American Affair;Drama;Screen Media Films;2009
Léon Morin, prêtre;Drama;;2009
The Last Lullaby;Drama;;2009
The Open Road;Drama;Anchor Bay Entertainment;2009
Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles;Drama;New Yorker;1983
Women in Trouble;Drama;Screen Media Films;2009
Between Love & Goodbye;Drama;Embrem Entertainment;2009
Hope & Redemption: The Lena Baker Story;Drama;American World Pictures;2009
Dare;Drama;Image Entertainment;2009
Good;Drama;ThinkFilm;2008
Passchendaele;Drama;Alliance Atlantis;2008
Local Color;Drama;Monterey Media;2007
Tennessee;Drama;Vivendi Entertainment;2009
Storm;Drama;Film Movement;2009
Five Minutes of Heaven;Drama;IFC Films;2009
Home;Drama;Monterey Media;2009
The Education of Charlie Banks;Drama;Anchor Bay Entertainment;2007
Kabei: Our Mother;Drama;Strand;2009
Tum Mile;Drama;Viva Entertainment;2009
Mississippi Mermaid;Drama;MGM;1999
La Ventana;Drama;Film Movement;2009
37º2 le matin;Drama;Cinema Libre;1986
American Streetballers;Drama;MSK Productions;2009
Caos Calmo;Drama;IFC Films;2009
Home;Drama;Lorber Films;2009
Ischeznuvshaya Imperiya;Drama;Kino International;2009
Live Fast, Die Young;Drama;Riverrain;2008
Mammoth;Drama;IFC Films;2009
Dillinger is Dead;Drama;Janus Films;2009
Winter of Frozen Dreams;Drama;Monterey Media;2009
Yonkers Joe;Drama;Magnolia Pictures;2009
Endgame;Drama;Monterey Media;2009
Loren Cass;Drama;Kino International;2009
The New Year Parade;Drama;;2009
The Ministers;Drama;Maya Releasing;2009
Alexandra;Drama;Cinema Guild;2008
Eden;Drama;;2008
Afterschool;Drama;IFC Films;2009
Cadillac Records;Drama;Sony Pictures;2008
Gooby;Drama;Monterey Media;2009
Otto; Or, Up with Dead People;Drama;Strand;2008
Sandstorm;Drama;Self Distributed;2009
Breakfast with Scot;Drama;Regent Releasing;2008
Donne-moi la main;Drama;Strand;2009
The Village Barbershop;Drama;Monterey Media;2009
Ghosted;Drama;First Run Features;2009
Love Comes Lately;Drama;Kino International;2008
Das Haus der schlafenden Schönen;Drama;First Run Features;2008
Save Me;Drama;First Run Features;2008
Kings of the Evening;Drama;Indican Pictures;2010
El Tinte de la Fama;Drama;Cinevolve Studios;2009
J'entends plus la guitare;Drama;The Film Desk;2008
The Amazing Truth About Queen Raquela;Drama;Regent Releasing;2008
The Twilight Saga: Eclipse;Drama;Summit Entertainment;2010
The Social Network;Drama;Sony Pictures;2010
Eat Pray Love;Drama;Sony Pictures;2010
Dear John;Drama;Sony Pictures;2010
The Last Song;Drama;Walt Disney;2010
Why Did I Get Married Too?;Drama;Lionsgate;2010
Secretariat;Drama;Walt Disney;2010
Letters to Juliet;Drama;Summit Entertainment;2010
Wall Street 2: Money Never Sleeps;Drama;20th Century Fox;2010
The Blind Side;Drama;Warner Bros.;2009
The Fighter;Drama;Paramount Pictures;2010
The Lovely Bones;Drama;Paramount Pictures;2009
Step Up 3D;Drama;Walt Disney;2010
Up in the Air;Drama;Paramount Pictures;2009
Crazy Heart;Drama;Fox Searchlight;2009
For Colored Girls;Drama;Lionsgate;2010
Green Zone;Drama;Universal;2010
Hereafter;Drama;Warner Bros.;2010
Love and Other Drugs;Drama;20th Century Fox;2010
Charlie St. Cloud;Drama;Universal;2010
The King's Speech;Drama;Weinstein Co.;2010
Remember Me;Drama;Summit Entertainment;2010
Extraordinary Measures;Drama;CBS Films;2010
127 Hours;Drama;Fox Searchlight;2010
Fair*Game;Drama;Summit Entertainment;2010
The Twilight Saga: New Moon;Drama;Summit Entertainment;2009
The Young Victoria;Drama;Apparition;2009
A Single Man;Drama;Weinstein Co.;2009
Invictus;Drama;Warner Bros.;2009
Conviction;Drama;Fox Searchlight;2010
The Last Station;Drama;Sony Pictures Classics;2010
El secreto de sus ojos;Drama;Sony Pictures Classics;2010
Winter's Bone;Drama;Roadside Attractions;2010
Orlando;Drama;Sony Pictures Classics;1992
Io sono l'amore;Drama;Magnolia Pictures;2010
Mao's Last Dancer;Drama;Samuel Goldwyn Films;2010
An Education;Drama;Sony Pictures Classics;2009
Solitary Man;Drama;Anchor Bay Entertainment;2010
The Hurt Locker;Drama;Summit Entertainment;2009
My Name is Khan;Drama;Fox Searchlight;2010
Precious (Based on the Novel Push by Sapphire);Drama;Lionsgate;2009
To Save a Life;Drama;Samuel Goldwyn Films;2010
The Runaways;Drama;Apparition;2010
You Will Meet a Tall Dark Stranger;Drama;Sony Pictures Classics;2010
Letters to God;Drama;Vivendi Entertainment;2010
Never Let Me Go;Drama;Fox Searchlight;2010
Das Weisse Band: Eine deutsche Kindergeschichte;Drama;Sony Pictures Classics;2009
Un Prophète;Drama;Sony Pictures Classics;2010
Lourdes;Drama;Pallisades Tartan;2010
Stone;Drama;Overture Films;2010
Coco Chanel and Igor Stravinsky;Drama;Sony Pictures Classics;2010
Cairo Time;Drama;IFC Films;2010
Nowhere Boy;Drama;Weinstein Co.;2010
Dabangg;Drama;Eros Entertainment;2010
The Road;Drama;Weinstein Co.;2009
Brothers;Drama;Lionsgate;2009
Mother and Child;Drama;Sony Pictures Classics;2010
The Perfect Game;Drama;Slowhand Cinema;2010
La Mission;Drama;Screen Media Films;2010
Guzaarish;Drama;UTV Communications;2010
Animal Kingdom;Drama;Sony Pictures Classics;2010
Les sept jours du talion;Drama;Alliance Vivafilm;2010
Princess Kaiulani;Drama;Roadside Attractions;2010
L'enfant prodige;Drama;;2010
What If...;Drama;Five & Two Pictures;2010
Peepli Live;Drama;UTV Communications;2010
North Face;Drama;Music Box Films;2010
Le Concert;Drama;Weinstein Co.;2010
We Are Family;Drama;UTV Communications;2010
Ajami;Drama;Kino International;2010
Agora;Drama;Newmarket Films;2010
Vincere;Drama;IFC Films;2010
Howl;Drama;Oscilloscope Pictures;2010
Madeo;Drama;Magnolia Pictures;2010
Ondine;Drama;Magnolia Pictures;2010
L'instinct de mort;Drama;Music Box Films;2010
Preacher's Kid;Drama;Gener8xion Entertainment;2010
Les amours imaginaires;Drama;;2010
The City of Your Final Destination;Drama;Hyde Park Films;2010
Made in Dagenham;Drama;Sony Pictures Classics;2010
The Messenger;Drama;Oscilloscope Pictures;2009
Rabbit Hole;Drama;Lionsgate;2010
Somewhere;Drama;Focus Features;2010
Break Ke Baad;Drama;Reliance Big Pictures;2010
Disney's A Christmas Carol;Drama;Walt Disney;2009
Action Replayy;Drama;Viva Entertainment;2010
Fish Tank;Drama;IFC Films;2010
Lebanon;Drama;Sony Pictures Classics;2010
à bout de souffle;Drama;Films Around the World;1961
Like Dandelion Dust;Drama;Self Distributed;2010
Creation;Drama;Newmarket Films;2010
Enter the Void;Drama;IFC Films;2010
All Good Things;Drama;Magnolia Pictures;2010
Vision;Drama;Zeitgeist;2010
The Yellow Handkerchief;Drama;Samuel Goldwyn Films;2010
Holy Rollers;Drama;First Independent Pictures;2010
The Little Traitor;Drama;Westchester Films;2009
Blue Valentine;Drama;Weinstein Co.;2010
Bad Lieutenant: Port of Call New Orleans;Drama;First Look;2009
L'ennemi public n°1;Drama;Music Box Films;2010
Me and Orson Welles;Drama;Freestyle Releasing;2009
White Material;Drama;IFC Films;2010
Monsters;Drama;Magnet Pictures;2010
That Evening Sun;Drama;Freestyle Releasing;2009
The Tempest;Drama;Miramax;2010
The Killer Inside Me;Drama;IFC Films;2010
La fille du RER;Drama;Strand;2010
Legendary;Drama;Samuel Goldwyn Films;2010
San qiang pai an jing qi;Drama;Sony Pictures Classics;2010
The Secrets of Jonathan Sperry;Drama;Five & Two Pictures;2009
Partir;Drama;IFC Films;2010
Rann;Drama;Studio 18;2010
Another Year;Drama;Sony Pictures Classics;2010
71: Into the Fire;Drama;;2010
Welcome to the Rileys;Drama;Samuel Goldwyn Films;2010
Red Riding: The Year of Our Lord 1983;Drama;IFC Films;2010
My Dog Tulip;Drama;New Yorker;2010
Red Riding: The Year of Our Lord 1974;Drama;IFC Films;2010
Le père de mes enfants;Drama;IFC Films;2010
The Cremaster Cycle;Drama;International Film Circuit;2010
Love Ranch;Drama;;2010
Carlos;Drama;IFC Films;2010
Pure Country 2: The Gift;Drama;Warner Bros.;2010
Lovely, Still;Drama;Monterey Media;2010
Country Strong;Drama;Sony Pictures;2010
Valley of the Hearts Delight;Drama;Indican Pictures;2010
Queen of the Lot;Drama;Rainbow Releasing;2010
Coco avant Chanel;Drama;Sony Pictures Classics;2009
The Greatest;Drama;Paladin;2010
Touching Home;Drama;CFI;2010
Blood Done Sign My Name;Drama;Paladin;2010
Alle Anderen;Drama;Cinema Guild;2010
Kings of the Evening;Drama;Indican Pictures;2010
The Loss of a Teardrop Diamond;Drama;Paladin;2009
La Nana;Drama;Elephant Eye Films;2009
Kasi az Gorbehaye Irani Khabar Nadareh;Drama;;2010
The Private Lives of Pippa Lee;Drama;Screen Media Films;2009
Kynodontas;Drama;Kino International;2010
Le hérisson;Drama;;2010
La siciliana ribelle;Drama;Music Box Films;2010
Contracorriente;Drama;The Film Collaborative;2010
Alamar;Drama;Film Movement;2010
Amelia;Drama;Fox Searchlight;2009
Night Catches Us;Drama;Magnolia Pictures;2010
Le Amiche;Drama;The Film Desk;2010
The Harimaya Bridge;Drama;Eleven Arts;2010
35 Rhums;Drama;Cinema Guild;2009
Defendor;Drama;;2010
The Red Baron;Drama;Monterey Media;2010
La dernière fugue;Drama;;2010
44 Inch Chest;Drama;Image Entertainment;2010
Le Refuge;Drama;Strand;2010
Barbe Bleue;Drama;Strand;2010
Sauve qui peut (la vie);Drama;New Yorker;1980
Spoken Word;Drama;Variance Films;2010
Solntse;Drama;Lorber Films;2009
Rashomon;Drama;Janus Films;1951
Seraphine;Drama;Music Box Films;2009
The Exploding Girl;Drama;Oscilloscope Pictures;2010
Handsome Harry;Drama;Paladin;2010
Happy Tears;Drama;Roadside Attractions;2010
Hemingway's Garden of Eden;Drama;Roadside Attractions;2010
The Good Heart;Drama;Magnolia Pictures;2010
Prince of Broadway;Drama;Elephant Eye Films;2010
The Trial;Drama;;2010
La legge;Drama;;1960
Welcome;Drama;;2010
Jim;Drama;Area 23a;2010
The Dry Land;Drama;Freestyle Releasing;2010
Milh Hadha al-Bahr;Drama;Lorber Films;2010
Cherry;Drama;;2010
Children of Invention;Drama;The Kids Are Alright Productions/Variance Films;2010
The Damned United;Drama;Sony Pictures Classics;2009
Mississippi Mermaid;Drama;MGM;1999
Chun Feng Chen Zui De Ye Wan;Drama;Strand;2010
La Teta Asustada;Drama;Olive Films;2010
O Estranho Caso de Angélica;Drama;Cinema Guild;2010
The Taqwacores;Drama;Strand;2010
Wonderful World;Drama;Magnolia Pictures;2010
Broderskab;Drama;Olive Films;2010
Happiness Runs;Drama;Strand;2010
Logan;Drama;Real Bean Entertainment;2010
Mercy;Drama;IFC Films;2010
The Last New Yorker;Drama;Brink Film;2010
Watercolors;Drama;Regent Releasing;2010
Storm;Drama;Film Movement;2009
Okuribito;Drama;Regent Releasing;2009
Sof Shavua B'Tel Aviv;Drama;Film Movement;2010
Home;Drama;Lorber Films;2009
Hadewijch;Drama;IFC Films;2010
Cosa Voglio Di Piu;Drama;Film Movement;2010
Polițist, Adjectiv;Drama;;2009
La mujer sin cabeza;Drama;Strand;2009
Just Say Love;Drama;Regent Releasing;2010
L'Enfant sauvage;Drama;The Film Desk;1970
Murder in Fashion;Drama;Regent Releasing;2010
Altiplano;Drama;First Run Features;2010
Mutluluk;Drama;First Run Features;2009
Eichmann;Drama;Regent Releasing;2010
Helena From the Wedding;Drama;Film Movement;2010
Daniel y Ana;Drama;Strand;2010
You Won't Miss Me;Drama;Reel Diva Consultants;2010
Flickan;Drama;Olive Films;2010
The Temptation of St. Tony;Drama;Olive Films;2010
Carmo;Drama;First Run Features;2010
Endgame;Drama;Monterey Media;2009
Trucker;Drama;Monterey Media;2009
Shake Hands with the Devil;Drama;Regent Releasing;2010
$9.99;Drama;Regent Releasing;2009
Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles;Drama;New Yorker;1983
Breakfast with Scot;Drama;Regent Releasing;2008
From Mexico with Love;Drama;Roadside Attractions;2009
The Twilight Saga: Breaking Dawn, Part 1;Drama;Summit Entertainment;2011
The Help;Drama;Walt Disney;2011
The King's Speech;Drama;Weinstein Co.;2010
Moneyball;Drama;Sony Pictures;2011
Dolphin Tale;Drama;Warner Bros.;2011
Water for Elephants;Drama;20th Century Fox;2011
The Fighter;Drama;Paramount Pictures;2010
We Bought a Zoo;Drama;20th Century Fox;2011
Soul Surfer;Drama;Sony Pictures;2011
The Ides of March;Drama;Sony Pictures;2011
War Horse;Drama;Walt Disney;2011
The Descendants;Drama;Fox Searchlight;2011
J. Edgar;Drama;Warner Bros.;2011
Courageous;Drama;Sony Pictures;2011
Beastly;Drama;CBS Films;2011
Country Strong;Drama;Sony Pictures;2010
One Day;Drama;Focus Features;2011
Warrior;Drama;Lionsgate;2011
The Tree of Life;Drama;Fox Searchlight;2011
The Rum Diary;Drama;FilmDistrict;2011
The Conspirator;Drama;Roadside Attractions;2011
Jane Eyre;Drama;Focus Features;2011
Win Win;Drama;Fox Searchlight;2011
Blue Valentine;Drama;Weinstein Co.;2010
My Week with Marilyn;Drama;Weinstein Co.;2011
127 Hours;Drama;Fox Searchlight;2010
Elle s'appelait Sarah;Drama;Weinstein Co.;2011
Barney's Version;Drama;Sony Pictures Classics;2011
Incendies;Drama;;2010
Beginners;Drama;Focus Features;2011
Margin Call;Drama;Roadside Attractions;2011
Biutiful;Drama;Roadside Attractions;2011
The Artist;Drama;Weinstein Co.;2011
Atlas Shrugged: Part 1;Drama;Rocky Mountain Pictures;2011
The Company Men;Drama;Weinstein Co.;2011
Seven Days In Utopia;Drama;Visio Entertainment;2011
The Way;Drama;Fathom Events;2011
Des Hommes et Des Dieux;Drama;Sony Pictures Classics;2011
The Social Network;Drama;Sony Pictures;2010
Like Crazy;Drama;Paramount Pictures;2011
Zindagi Na Milegi Dobara;Drama;Eros Entertainment;2011
Another Year;Drama;Sony Pictures Classics;2010
Everything Must Go;Drama;Roadside Attractions;2011
The Grace Card;Drama;Samuel Goldwyn Films;2011
Shame;Drama;Fox Searchlight;2011
The Mighty Macs;Drama;Quaker Media;2011
Gerry;Drama;Films Seville;2011
Rabbit Hole;Drama;Lionsgate;2010
A Better Life;Drama;Summit Entertainment;2011
Take Shelter;Drama;Sony Pictures Classics;2011
A Dangerous Method;Drama;Sony Pictures Classics;2011
Cafe de flore;Drama;Adopt Films;2011
Monsieur Lazhar;Drama;Films Seville;2011
Copie conforme;Drama;IFC Films;2011
The Devil's Double;Drama;Lionsgate;2011
Somewhere;Drama;Focus Features;2010
Snow Flower and the Secret Fan;Drama;Fox Searchlight;2011
Another Earth;Drama;Fox Searchlight;2011
Kill the Irishman;Drama;Anchor Bay Entertainment;2011
The Whistleblower;Drama;Samuel Goldwyn Films;2011
Love and Other Drugs;Drama;20th Century Fox;2010
There Be Dragons;Drama;Samuel Goldwyn Films;2011
Haevnen;Drama;Sony Pictures Classics;2011
Rockstar;Drama;Eros Entertainment;2011
Meek's Cutoff;Drama;Oscilloscope Pictures;2011
Higher Ground;Drama;Mongrel Media;2011
Le hérisson;Drama;;2010
Nannerl la soeur de Mozart;Drama;Music Box Films;2011
Aarakshan;Drama;Reliance Big Pictures;2011
Secretariat;Drama;Walt Disney;2010
Patiala House;Drama;Tachyon;2011
Made in Dagenham;Drama;Sony Pictures Classics;2010
Dhobi Ghat;Drama;UTV Communications;2011
The Future;Drama;Roadside Attractions;2011
Dum Maaro Dum;Drama;Fox Searchlight;2011
Even the Rain;Drama;Vitagraph Films;2011
Winter in Wartime;Drama;Sony Pictures Classics;2011
Machine Gun Preacher;Drama;Relativity;2011
Bride Flight;Drama;Music Box Films;2011
Weekend;Drama;IFC Films;2011
Circumstance;Drama;Roadside Attractions;2011
No One Killed Jessica;Drama;UTV Communications;2011
Frisson des Collines;Drama;;2011
Fair*Game;Drama;Summit Entertainment;2010
The 5th Quarter;Drama;Rocky Mountain Pictures;2011
Hesher;Drama;Wrekin Hill Entertainment;2011
Miral;Drama;Weinstein Co.;2011
MOOZ-lum;Drama;Peace Film LLC;2011
Le Havre;Drama;Janus Films;2011
Shi;Drama;Kino International;2011
La princesse de Montpensier;Drama;IFC Films;2011
Extremely Loud and Incredibly Close;Drama;Warner Bros.;2011
Singham;Drama;Reliance Big Pictures;2011
Carnage;Drama;Sony Pictures Classics;2011
The First Grader;Drama;National Geographic Entertainment;2011
Dharti;Drama;Viva Entertainment;2011
Winter's Bone;Drama;Roadside Attractions;2010
Le Concert;Drama;Weinstein Co.;2010
The Mill and the Cross;Drama;Kino Lorber;2011
The Music Never Stopped;Drama;Roadside Attractions;2011
All Good Things;Drama;Magnolia Pictures;2010
Serge Gainsbourg vie heroique;Drama;Music Box Films;2011
Brighton Rock;Drama;IFC Films;2011
Bol;Drama;Eros Entertainment;2011
Loong Boonmee raleuk chat;Drama;Strand;2011
Amigo;Drama;Variance Films;2011
Go For It!;Drama;Lionsgate;2011
El gran milagro;Drama;KKM Enterprises;2011
Restless;Drama;Sony Pictures Classics;2011
Decisions;Drama;Self Distributed;2011
Le quattro volte;Drama;Lorber Films;2011
Jiàn Dǎng Wěi Yè;Drama;China Lion Film Distribution;2011
Gun Hill Road;Drama;Motion Film Group;2011
Xinhai geming;Drama;Variance Films;2011
Life, Above All;Drama;Sony Pictures Classics;2011
The Bang Bang Club;Drama;TriBeca Films;2011
Nanjing! Nanjing!;Drama;Kino International;2009
Trust;Drama;Alchemy;2011
Vision;Drama;Zeitgeist;2010
Last Night;Drama;TriBeca Films;2011
Young Goethe in Love;Drama;Music Box Films;2011
Tomboy;Drama;Rocket Releasing;2011
My Dog Tulip;Drama;New Yorker;2010
The Man Who Fell to Earth;Drama;Columbia;1976
Carancho;Drama;Strand;2011
Pariah;Drama;Focus Features;2011
Der Räuber;Drama;;2011
Beautiful Boy;Drama;Anchor Bay Entertainment;2011
The Tree;Drama;Zeitgeist;2011
Zhan Guo;Drama;China Lion Film Distribution;2011
Les amours imaginaires;Drama;;2010
Puncture;Drama;Alchemy;2011
Mei Li Ren Sheng;Drama;China Lion Film Distribution;2011
Snowmen;Drama;ARC Entertainment;2011
The Human Resources Manager;Drama;Film Movement;2011
Queen of the Lot;Drama;Rainbow Releasing;2010
If A Tree Falls: The Story of the Earth Liberation Front;Drama;Oscilloscope Pictures;2011
Une vie qui commence;Drama;Alliance Vivafilm;2011
3;Drama;Strand;2011
Jodaeiye Nader az Simin;Drama;Sony Pictures Classics;2011
White Material;Drama;IFC Films;2010
Dirty Girl;Drama;Weinstein Co.;2011
For Colored Girls;Drama;Lionsgate;2010
Bronenosets Potyomkin;Drama;;1925
In The Land of Blood and Honey;Drama;FilmDistrict;2011
Putty Hill;Drama;Cinema Guild;2011
Lebanon, PA;Drama;Truly Indie;2011
What If...;Drama;Five & Two Pictures;2010
Margaret;Drama;Fox Searchlight;2011
Journal d'un curé de campagne;Drama;;1954
The Tempest;Drama;Miramax;2010
Every Day;Drama;Image Entertainment;2011
Rapt;Drama;Lorber Films;2011
Sykt lykkelig;Drama;Magnolia Pictures;2011
Contracorriente;Drama;The Film Collaborative;2010
Desert Flower;Drama;National Geographic Entertainment;2011
Down for Life;Drama;B.D. Fox Independent;2011
La conquête;Drama;Music Box Films;2011
Myth of the American Sleepover;Drama;IFC Films;2011
Baiyin diguo;Drama;China Lion Film Distribution;2011
3 Backyards;Drama;Screen Media Films;2011
O Estranho Caso de Angélica;Drama;Cinema Guild;2010
Les Neiges du Kilimanjaro;Drama;Mongrel Media;2011
Le rayon vert;Drama;Orion Classics;1986
Sleeping Beauty;Drama;IFC Films;2011
Fireflies in the Garden;Drama;;2011
Kynodontas;Drama;Kino International;2010
Da Wu Sheng;Drama;China Lion Film Distribution;2011
Hereafter;Drama;Warner Bros.;2010
Film Socialisme;Drama;Lorber Films;2011
The Time That Remains;Drama;IFC Films;2011
White Irish Drinkers;Drama;IFC Films;2011
The Son of No One;Drama;Anchor Bay Entertainment;2011
Autoreiji;Drama;Magnolia Pictures;2011
Cracks;Drama;IFC Films;2011
Redemption Road;Drama;Freestyle Releasing;2011
Cost of a Soul;Drama;Relativity;2011
La belle endormie;Drama;Strand;2011
Marti, dupa craciun;Drama;Lorber Films;2011
Animal Kingdom;Drama;Sony Pictures Classics;2010
Howl;Drama;Oscilloscope Pictures;2010
Harvest;Drama;Monterey Media;2011
Vincent will Meer;Drama;Corinth Films;2011
Answers to Nothing;Drama;Roadside Attractions;2011
Monogamy;Drama;Oscilloscope Pictures;2011
